ChID CopyNo HVBundleID HVCableID SignalCableID SiPMNo FECID FECChID
1 2076 69 3 1018 496 32 57
0 2077 69 8 1035 852 32 58
1 2077 69 8 1035 852 32 59
0 2078 69 18 1040 854 32 60
1 2078 69 18 1040 854 32 61
0 2079 69 29 482 1193 32 62
1 2079 69 29 482 1193 32 63
0 2080 69 5 1033 1221 32 64
1 2080 69 5 1033 1221 32 65
0 2081 68 15 1709 1192 32 66
1 2081 68 15 1709 1192 32 67
0 2082 68 6 1209 1226 32 68
1 2082 68 6 1209 1226 32 69
0 2083 68 24 476 1651 32 70
1 2083 68 24 476 1651 32 71
0 2084 68 19 475 1231 32 72
1 2084 68 19 475 1231 32 73
0 2085 68 21 1835 866 32 74
1 2085 68 21 1835 866 32 75
0 2086 75 5 1837 1656 32 76
1 2086 75 5 1837 1656 32 77
0 2087 68 9 1044 483 32 78
1 2087 68 9 1044 483 32 79
0 2088 68 27 1807 1228 32 80
1 2088 68 27 1807 1228 32 81
0 2089 34 11 758 1190 32 82
1 2089 34 11 758 1190 32 83
0 2090 34 26 1173 1666 32 84
1 2090 34 26 1173 1666 32 85
0 2091 107 13 1843 1513 32 86
1 2091 107 13 1843 1513 32 87
0 2092 107 25 1041 1600 32 88
1 2092 107 25 1041 1600 32 89
0 2093 107 2 1208 1599 32 90
1 2093 107 2 1208 1599 32 91
0 2094 107 29 1204 1598 32 92
1 2094 107 29 1204 1598 32 93
0 2095 107 14 479 1597 32 94
1 2095 107 14 479 1597 32 95
0 2096 107 9 481 1596 32 96
1 2096 107 9 481 1596 32 97
0 2097 107 5 455 1593 32 98
1 2097 107 5 455 1593 32 99
0 2098 107 18 1206 1595 32 100
1 2098 107 18 1206 1595 32 101
0 2099 106 23 813 1594 32 102
1 2099 106 23 813 1594 32 103
0 2100 106 19 1695 1591 32 104
1 2100 106 19 1695 1591 32 105
0 2101 106 21 1671 1592 32 106
1 2101 106 21 1671 1592 32 107
0 2102 106 8 1683 2960 32 108
1 2102 106 8 1683 2960 32 109
0 2103 106 12 1680 2959 32 110
1 2103 106 12 1680 2959 32 111
0 2104 106 16 1678 851 32 112
1 2104 106 16 1678 851 32 113
0 2105 106 25 1982 1519 32 114
1 2105 106 25 1982 1519 32 115
0 2106 106 14 1666 2958 32 116
1 2106 106 14 1666 2958 32 117
0 2107 105 3 910 2955 32 118
1 2107 105 3 910 2955 32 119
0 2108 105 19 1652 2954 32 120
1 2108 105 19 1652 2954 32 121
0 2109 105 11 1956 2953 32 122
1 2109 105 11 1956 2953 32 123
0 2110 105 13 912 2952 32 124
1 2110 105 13 912 2952 32 125
0 2111 105 4 1998 3244 32 126
1 2111 105 4 1998 3244 32 127
0 2112 105 24 1961 5308 33 0
1 2112 105 24 1961 5308 33 1
0 2113 105 21 1999 5309 33 2
1 2113 105 21 1999 5309 33 3
0 2114 105 5 1694 1870 33 4
1 2114 105 5 1694 1870 33 5
0 2115 104 18 1825 1861 33 6
1 2115 104 18 1825 1861 33 7
0 2116 104 23 1823 5307 33 8
1 2116 104 23 1823 5307 33 9
0 2117 104 28 1049 5306 33 10
1 2117 104 28 1049 5306 33 11
0 2118 104 29 1805 5303 33 12
1 2118 104 29 1805 5303 33 13
0 2119 104 8 1038 5304 33 14
1 2119 104 8 1038 5304 33 15
0 2120 104 7 1811 5301 33 16
1 2120 104 7 1811 5301 33 17
0 2121 104 3 1249 5302 33 18
1 2121 104 3 1249 5302 33 19
0 2122 104 2 488 607 33 20
1 2122 104 2 488 607 33 21
0 2123 103 32 1696 608 33 22
1 2123 103 32 1696 608 33 23
0 2124 103 13 902 606 33 24
1 2124 103 13 902 606 33 25
0 2125 103 30 830 610 33 26
1 2125 103 30 830 610 33 27
0 2126 103 20 1971 5058 33 28
1 2126 103 20 1971 5058 33 29
0 2127 103 7 1963 5053 33 30
1 2127 103 7 1963 5053 33 31
0 2128 103 29 1684 5057 33 32
1 2128 103 29 1684 5057 33 33
0 2129 103 12 1689 5056 33 34
1 2129 103 12 1689 5056 33 35
0 2130 103 10 1660 5060 33 36
1 2130 103 10 1660 5060 33 37
0 2131 102 16 940 2271 33 38
1 2131 102 16 940 2271 33 39
0 2132 102 12 948 1074 33 40
1 2132 102 12 948 1074 33 41
0 2133 102 32 903 5059 33 42
1 2133 102 32 903 5059 33 43
0 2134 102 21 944 2988 33 44
1 2134 102 21 944 2988 33 45
0 2135 102 22 1674 2274 33 46
1 2135 102 22 1674 2274 33 47
0 2136 102 17 805 2546 33 48
1 2136 102 17 805 2546 33 49
0 2137 102 27 841 2493 33 50
1 2137 102 27 841 2493 33 51
0 2138 102 14 808 3851 33 52
1 2138 102 14 808 3851 33 53
0 2139 101 1 801 2495 33 54
1 2139 101 1 801 2495 33 55
0 2140 101 13 818 2494 33 56
1 2140 101 13 818 2494 33 57
0 2141 101 21 1656 3852 33 58
1 2141 101 21 1656 3852 33 59
0 2142 101 4 1651 2498 33 60
1 2142 101 4 1651 2498 33 61
0 2143 101 29 1653 2497 33 62
1 2143 101 29 1653 2497 33 63
0 2144 101 3 942 2550 33 64
1 2144 101 3 942 2550 33 65
0 2145 101 17 1690 2500 33 66
1 2145 101 17 1690 2500 33 67
0 2146 101 5 1985 5323 33 68
1 2146 101 5 1985 5323 33 69
0 2147 74 16 1388 5322 33 70
1 2147 74 16 1388 5322 33 71
0 2148 74 26 1386 5324 33 72
1 2148 74 26 1386 5324 33 73
0 2149 74 5 730 5330 33 74
1 2149 74 5 730 5330 33 75
0 2150 74 2 1379 5325 33 76
1 2150 74 2 1379 5325 33 77
0 2151 74 32 1074 5328 33 78
1 2151 74 32 1074 5328 33 79
0 2152 74 23 1072 1084 33 80
1 2152 74 23 1072 1084 33 81
0 2153 74 17 1378 5327 33 82
1 2153 74 17 1378 5327 33 83
0 2154 74 20 1376 5401 33 84
1 2154 74 20 1376 5401 33 85
0 2155 73 26 1067 5329 33 86
1 2155 73 26 1067 5329 33 87
0 2156 73 19 1054 5075 33 88
1 2156 73 19 1054 5075 33 89
0 2157 73 24 1397 5074 33 90
1 2157 73 24 1397 5074 33 91
0 2158 73 27 623 5080 33 92
1 2158 73 27 623 5080 33 93
0 2159 73 12 747 5079 33 94
1 2159 73 12 747 5079 33 95
0 2160 73 3 719 5078 33 96
1 2160 73 3 719 5078 33 97
0 2161 73 4 1088 5092 33 98
1 2161 73 4 1088 5092 33 99
0 2162 73 8 746 5321 33 100
1 2162 73 8 746 5321 33 101
0 2163 72 19 1369 5093 33 102
1 2163 72 19 1369 5093 33 103
0 2164 72 31 1055 5094 33 104
1 2164 72 31 1055 5094 33 105
0 2165 72 2 1364 5091 33 106
1 2165 72 2 1364 5091 33 107
0 2166 72 32 716 5160 33 108
1 2166 72 32 716 5160 33 109
0 2167 72 4 1064 5101 33 110
1 2167 72 4 1064 5101 33 111
0 2168 72 12 702 5104 33 112
1 2168 72 12 702 5104 33 113
0 2169 72 8 705 5103 33 114
1 2169 72 8 705 5103 33 115
0 2170 72 5 736 5102 33 116
1 2170 72 5 736 5102 33 117
0 2171 71 21 738 5105 33 118
1 2171 71 21 738 5105 33 119
0 2172 71 18 1073 5106 33 120
1 2172 71 18 1073 5106 33 121
0 2173 71 12 1078 5107 33 122
1 2173 71 12 1078 5107 33 123
0 2174 71 7 1360 5108 33 124
1 2174 71 7 1360 5108 33 125
0 2175 71 16 1353 5109 33 126
1 2175 71 16 1353 5109 33 127
0 2176 71 15 1812 5152 34 0
1 2176 71 15 1812 5152 34 1
0 2177 71 32 1813 5210 34 2
1 2177 71 32 1813 5210 34 3
0 2178 71 2 1016 5154 34 4
1 2178 71 2 1016 5154 34 5
0 2179 70 20 1373 5153 34 6
1 2179 70 20 1373 5153 34 7
0 2180 70 17 1092 5151 34 8
1 2180 70 17 1092 5151 34 9
0 2181 70 13 1094 5155 34 10
1 2181 70 13 1094 5155 34 11
0 2182 70 3 1090 5156 34 12
1 2182 70 3 1090 5156 34 13
0 2183 70 21 1096 5158 34 14
1 2183 70 21 1096 5158 34 15
0 2184 70 23 1085 5157 34 16
1 2184 70 23 1085 5157 34 17
0 2185 70 24 737 5159 34 18
1 2185 70 24 737 5159 34 19
0 2186 70 25 1062 5201 34 20
1 2186 70 25 1062 5201 34 21
0 2187 69 17 457 5121 34 22
1 2187 69 17 457 5121 34 23
0 2188 69 25 1809 5202 34 24
1 2188 69 25 1809 5202 34 25
0 2189 69 13 1808 5205 34 26
1 2189 69 13 1808 5205 34 27
0 2190 69 14 1814 5203 34 28
1 2190 69 14 1814 5203 34 29
0 2191 69 23 1820 5206 34 30
1 2191 69 23 1820 5206 34 31
0 2192 69 32 1822 5208 34 32
1 2192 69 32 1822 5208 34 33
0 2193 69 15 1821 5204 34 34
1 2193 69 15 1821 5204 34 35
0 2194 69 22 485 5207 34 36
1 2194 69 22 485 5207 34 37
0 2195 68 27 500 5209 34 38
1 2195 68 27 500 5209 34 39
0 2196 68 23 1824 5148 34 40
1 2196 68 23 1824 5148 34 41
0 2197 68 31 1847 5150 34 42
1 2197 68 31 1847 5150 34 43
0 2198 68 10 458 5145 34 44
1 2198 68 10 458 5145 34 45
0 2199 68 17 1203 5144 34 46
1 2199 68 17 1203 5144 34 47
0 2200 68 14 1019 5146 34 48
1 2200 68 14 1019 5146 34 49
0 2201 68 16 1816 5143 34 50
1 2201 68 16 1816 5143 34 51
0 2202 68 13 1202 5142 34 52
1 2202 68 13 1202 5142 34 53
0 2203 34 17 1457 5141 34 54
1 2203 34 17 1457 5141 34 55
0 2204 34 16 766 5350 34 56
1 2204 34 16 766 5350 34 57
0 2205 107 10 1030 5349 34 58
1 2205 107 10 1030 5349 34 59
0 2206 107 19 1047 5346 34 60
1 2206 107 19 1047 5346 34 61
0 2207 107 6 1048 5348 34 62
1 2207 107 6 1048 5348 34 63
0 2208 107 23 1029 5347 34 64
1 2208 107 23 1029 5347 34 65
0 2209 107 12 1817 5342 34 66
1 2209 107 12 1817 5342 34 67
0 2210 107 16 1840 5411 34 68
1 2210 107 16 1840 5411 34 69
0 2211 107 1 495 5344 34 70
1 2211 107 1 495 5344 34 71
0 2212 107 3 1305 5173 34 72
1 2212 107 3 1305 5173 34 73
0 2213 106 3 1964 5174 34 74
1 2213 106 3 1964 5174 34 75
0 2214 106 11 811 5341 34 76
1 2214 106 11 811 5341 34 77
0 2215 106 17 1978 5178 34 78
1 2215 106 17 1978 5178 34 79
0 2216 106 29 1977 251 34 80
1 2216 106 29 1977 251 34 81
0 2217 201 17 1981 260 34 82
1 2217 201 17 1981 260 34 83
0 2218 106 32 1965 1515 34 84
1 2218 106 32 1965 1515 34 85
0 2219 106 2 1967 257 34 86
1 2219 106 2 1967 257 34 87
0 2220 106 1 1655 256 34 88
1 2220 106 1 1655 256 34 89
0 2221 105 31 1991 258 34 90
1 2221 105 31 1991 258 34 91
0 2222 105 32 1972 288 34 92
1 2222 105 32 1972 288 34 93
0 2223 105 15 1700 287 34 94
1 2223 105 15 1700 287 34 95
0 2224 105 23 1979 284 34 96
1 2224 105 23 1979 284 34 97
0 2225 105 14 1698 285 34 98
1 2225 105 14 1698 285 34 99
0 2226 105 29 905 5418 34 100
1 2226 105 29 905 5418 34 101
0 2227 201 8 1657 5420 34 102
1 2227 201 8 1657 5420 34 103
0 2228 105 18 1951 5416 34 104
1 2228 105 18 1951 5416 34 105
0 2229 104 19 464 5417 34 106
1 2229 104 19 464 5417 34 107
0 2230 104 30 465 5419 34 108
1 2230 104 30 465 5419 34 109
0 2231 104 26 1819 5415 34 110
1 2231 104 26 1819 5415 34 111
0 2232 104 27 1802 5413 34 112
1 2232 104 27 1802 5413 34 113
0 2233 104 5 1832 5414 34 114
1 2233 104 5 1832 5414 34 115
0 2234 104 11 1828 5343 34 116
1 2234 104 11 1828 5343 34 117
0 2235 104 4 1827 5412 34 118
1 2235 104 4 1827 5412 34 119
0 2236 104 10 1829 933 34 120
1 2236 104 10 1829 933 34 121
0 2237 103 17 1654 319 34 122
1 2237 103 17 1654 319 34 123
0 2238 103 16 1669 2970 34 124
1 2238 103 16 1669 2970 34 125
0 2239 103 28 1970 938 34 126
1 2239 103 28 1970 938 34 127
0 2240 103 8 1834 2971 35 0
1 2240 103 8 1834 2971 35 1
0 2241 103 27 806 2972 35 2
1 2241 103 27 806 2972 35 3
0 2242 103 22 1347 3245 35 4
1 2242 103 22 1347 3245 35 5
0 2243 103 19 1675 2974 35 6
1 2243 103 19 1675 2974 35 7
0 2244 103 25 1699 2973 35 8
1 2244 103 25 1699 2973 35 9
0 2245 102 19 920 2978 35 10
1 2245 102 19 920 2978 35 11
0 2246 102 20 1665 2977 35 12
1 2246 102 20 1665 2977 35 13
0 2247 102 24 911 2976 35 14
1 2247 102 24 911 2976 35 15
0 2248 102 31 1659 2980 35 16
1 2248 102 31 1659 2980 35 17
0 2249 102 8 1661 2979 35 18
1 2249 102 8 1661 2979 35 19
0 2250 102 5 918 1767 35 20
1 2250 102 5 918 1767 35 21
0 2251 102 3 917 1792 35 22
1 2251 102 3 917 1792 35 23
0 2252 102 30 941 2451 35 24
1 2252 102 30 941 2451 35 25
0 2253 101 8 825 1795 35 26
1 2253 101 8 825 1795 35 27
0 2254 101 14 827 1794 35 28
1 2254 101 14 827 1794 35 29
0 2255 101 26 816 2460 35 30
1 2255 101 26 816 2460 35 31
0 2256 101 24 817 1798 35 32
1 2256 101 24 817 1798 35 33
0 2257 101 12 814 1796 35 34
1 2257 101 12 814 1796 35 35
0 2258 101 19 826 1799 35 36
1 2258 101 19 826 1799 35 37
0 2259 101 6 803 1797 35 38
1 2259 101 6 803 1797 35 39
0 2260 101 7 820 2989 35 40
1 2260 101 7 820 2989 35 41
0 2261 74 19 89 2017 35 42
1 2261 74 19 89 2017 35 43
0 2262 74 15 223 2019 35 44
1 2262 74 15 223 2019 35 45
0 2263 74 25 41 1912 35 46
1 2263 74 25 41 1912 35 47
0 2264 74 18 48 2020 35 48
1 2264 74 18 48 2020 35 49
0 2265 74 22 36 1914 35 50
1 2265 74 22 36 1914 35 51
0 2266 74 29 23 1940 35 52
1 2266 74 29 23 1940 35 53
0 2267 201 6 202 1911 35 54
1 2267 201 6 202 1911 35 55
0 2268 74 1 231 1938 35 56
1 2268 74 1 231 1938 35 57
0 2269 73 28 1365 1918 35 58
1 2269 73 28 1365 1918 35 59
0 2270 73 25 1363 4223 35 60
1 2270 73 25 1363 4223 35 61
0 2271 73 22 723 4222 35 62
1 2271 73 22 723 4222 35 63
0 2272 73 11 706 4224 35 64
1 2272 73 11 706 4224 35 65
0 2273 73 17 1394 4225 35 66
1 2273 73 17 1394 4225 35 67
0 2274 73 1 1390 4361 35 68
1 2274 73 1 1390 4361 35 69
0 2275 73 9 1389 4227 35 70
1 2275 73 9 1389 4227 35 71
0 2276 73 7 717 4226 35 72
1 2276 73 7 717 4226 35 73
0 2277 72 15 714 3403 35 74
1 2277 72 15 714 3403 35 75
0 2278 72 27 1922 4229 35 76
1 2278 72 27 1922 4229 35 77
0 2279 72 26 1059 4228 35 78
1 2279 72 26 1059 4228 35 79
0 2280 72 23 1057 5255 35 80
1 2280 72 23 1057 5255 35 81
0 2281 72 28 605 5298 35 82
1 2281 72 28 605 5298 35 83
0 2282 72 17 606 3830 35 84
1 2282 72 17 606 3830 35 85
0 2283 72 14 613 3829 35 86
1 2283 72 14 613 3829 35 87
0 2284 72 18 1863 5300 35 88
1 2284 72 18 1863 5300 35 89
0 2285 71 6 743 5297 35 90
1 2285 71 6 743 5297 35 91
0 2286 71 24 1058 3827 35 92
1 2286 71 24 1058 3827 35 93
0 2287 71 17 1396 3828 35 94
1 2287 71 17 1396 3828 35 95
0 2288 71 11 727 5314 35 96
1 2288 71 11 727 5314 35 97
0 2289 71 13 742 3824 35 98
1 2289 71 13 742 3824 35 99
0 2290 71 30 740 1822 35 100
1 2290 71 30 740 1822 35 101
0 2291 71 14 1060 3854 35 102
1 2291 71 14 1060 3854 35 103
0 2292 71 9 1077 3857 35 104
1 2292 71 9 1077 3857 35 105
0 2293 70 30 1375 3856 35 106
1 2293 70 30 1375 3856 35 107
0 2294 70 10 1370 3855 35 108
1 2294 70 10 1370 3855 35 109
0 2295 70 2 1382 3858 35 110
1 2295 70 2 1382 3858 35 111
0 2296 70 4 1385 3628 35 112
1 2296 70 4 1385 3628 35 113
0 2297 70 29 1371 3859 35 114
1 2297 70 29 1371 3859 35 115
0 2298 70 12 1380 4221 35 116
1 2298 70 12 1380 4221 35 117
0 2299 70 15 1374 4230 35 118
1 2299 70 15 1374 4230 35 119
0 2300 70 19 1076 5131 35 120
1 2300 70 19 1076 5131 35 121
0 2301 69 6 1387 1359 35 122
1 2301 69 6 1387 1359 35 123
0 2302 69 19 731 1357 35 124
1 2302 69 19 731 1357 35 125
0 2303 69 30 490 5132 35 126
1 2303 69 30 490 5132 35 127
0 2304 201 3 1803 5135 36 0
1 2304 201 3 1803 5135 36 1
0 2305 69 20 469 5133 36 2
1 2305 69 20 469 5133 36 3
0 2306 69 11 1801 5138 36 4
1 2306 69 11 1801 5138 36 5
0 2307 69 26 487 5137 36 6
1 2307 69 26 487 5137 36 7
0 2308 69 28 1046 5136 36 8
1 2308 69 28 1046 5136 36 9
0 2309 68 8 472 5139 36 10
1 2309 68 8 472 5139 36 11
0 2310 68 3 1020 997 36 12
1 2310 68 3 1020 997 36 13
0 2311 68 18 1011 1000 36 14
1 2311 68 18 1011 1000 36 15
0 2312 68 20 474 999 36 16
1 2312 68 20 474 999 36 17
0 2313 68 1 473 998 36 18
1 2313 68 1 473 998 36 19
0 2314 68 30 1042 996 36 20
1 2314 68 30 1042 996 36 21
0 2315 68 25 492 995 36 22
1 2315 68 25 492 995 36 23
0 2316 68 12 467 994 36 24
1 2316 68 12 467 994 36 25
0 2317 34 3 459 993 36 26
1 2317 34 3 459 993 36 27
0 2318 107 28 483 1647 36 28
1 2318 107 28 483 1647 36 29
0 2319 107 22 1210 1642 36 30
1 2319 107 22 1210 1642 36 31
0 2320 107 17 498 5410 36 32
1 2320 107 17 498 5410 36 33
0 2321 107 32 480 5166 36 34
1 2321 107 32 480 5166 36 35
0 2322 107 8 491 5407 36 36
1 2322 107 8 491 5407 36 37
0 2323 107 31 1826 5408 36 38
1 2323 107 31 1826 5408 36 39
0 2324 107 20 1045 5409 36 40
1 2324 107 20 1045 5409 36 41
0 2325 107 7 1023 5404 36 42
1 2325 107 7 1023 5404 36 43
0 2326 106 26 1207 5405 36 44
1 2326 106 26 1207 5405 36 45
0 2327 106 30 1974 5254 36 46
1 2327 106 30 1974 5254 36 47
0 2328 106 5 1969 2663 36 48
1 2328 106 5 1969 2663 36 49
0 2329 106 7 1988 5406 36 50
1 2329 106 7 1988 5406 36 51
0 2330 106 6 1679 5337 36 52
1 2330 106 6 1679 5337 36 53
0 2331 106 28 1681 5338 36 54
1 2331 106 28 1681 5338 36 55
0 2332 106 10 947 2012 36 56
1 2332 106 10 947 2012 36 57
0 2333 106 31 1989 5339 36 58
1 2333 106 31 1989 5339 36 59
0 2334 105 30 815 5336 36 60
1 2334 105 30 815 5336 36 61
0 2335 105 26 913 2014 36 62
1 2335 105 26 913 2014 36 63
0 2336 105 22 1691 2015 36 64
1 2336 105 22 1691 2015 36 65
0 2337 105 20 2000 2011 36 66
1 2337 105 20 2000 2011 36 67
0 2338 105 7 1960 2018 36 68
1 2338 105 7 1960 2018 36 69
0 2339 105 8 1673 2013 36 70
1 2339 105 8 1673 2013 36 71
0 2340 105 9 1980 3016 36 72
1 2340 105 9 1980 3016 36 73
0 2341 105 1 1952 3020 36 74
1 2341 105 1 1952 3020 36 75
0 2342 104 22 468 2147 36 76
1 2342 104 22 468 2147 36 77
0 2343 104 31 1247 3018 36 78
1 2343 104 31 1247 3018 36 79
0 2344 104 32 1036 3017 36 80
1 2344 104 32 1036 3017 36 81
0 2345 104 17 466 1881 36 82
1 2345 104 17 466 1881 36 83
0 2346 104 6 1043 3015 36 84
1 2346 104 6 1043 3015 36 85
0 2347 104 20 1037 3014 36 86
1 2347 104 20 1037 3014 36 87
0 2348 104 12 1021 3013 36 88
1 2348 104 12 1021 3013 36 89
0 2349 104 1 478 3011 36 90
1 2349 104 1 478 3011 36 91
0 2350 103 9 1050 1862 36 92
1 2350 103 9 1050 1862 36 93
0 2351 103 5 1846 1865 36 94
1 2351 103 5 1846 1865 36 95
0 2352 103 18 1848 3027 36 96
1 2352 103 18 1848 3027 36 97
0 2353 103 4 1039 2096 36 98
1 2353 103 4 1039 2096 36 99
0 2354 103 3 1833 2051 36 100
1 2354 103 3 1833 2051 36 101
0 2355 103 6 1839 2059 36 102
1 2355 103 6 1839 2059 36 103
0 2356 103 2 1836 2053 36 104
1 2356 103 2 1836 2053 36 105
0 2357 103 11 1034 2054 36 106
1 2357 103 11 1034 2054 36 107
0 2358 102 29 1983 2058 36 108
1 2358 102 29 1983 2058 36 109
0 2359 102 18 1685 2055 36 110
1 2359 102 18 1685 2055 36 111
0 2360 102 25 1667 2057 36 112
1 2360 102 25 1667 2057 36 113
0 2361 102 28 1663 2056 36 114
1 2361 102 28 1663 2056 36 115
0 2362 102 4 1697 2060 36 116
1 2362 102 4 1697 2060 36 117
0 2363 102 9 1995 2171 36 118
1 2363 102 9 1995 2171 36 119
0 2364 102 2 1986 2175 36 120
1 2364 102 2 1986 2175 36 121
0 2365 102 7 1668 2160 36 122
1 2365 102 7 1668 2160 36 123
0 2366 101 22 1327 2159 36 124
1 2366 101 22 1327 2159 36 125
0 2367 101 16 1973 2172 36 126
1 2367 101 16 1973 2172 36 127
0 2368 101 10 1968 2714 37 0
1 2368 101 10 1968 2714 37 1
0 2369 101 32 824 2157 37 2
1 2369 101 32 824 2157 37 3
0 2370 101 27 812 2156 37 4
1 2370 101 27 812 2156 37 5
0 2371 101 18 819 2154 37 6
1 2371 101 18 819 2154 37 7
0 2372 101 23 829 2153 37 8
1 2372 101 23 829 2153 37 9
0 2373 101 9 802 2182 37 10
1 2373 101 9 802 2182 37 11
0 2374 74 24 229 2181 37 12
1 2374 74 24 229 2181 37 13
0 2375 74 4 239 2185 37 14
1 2375 74 4 239 2185 37 15
0 2376 74 13 211 2717 37 16
1 2376 74 13 211 2717 37 17
0 2377 74 3 725 2187 37 18
1 2377 74 3 725 2187 37 19
0 2378 74 28 1089 2716 37 20
1 2378 74 28 1089 2716 37 21
0 2379 74 27 1079 2188 37 22
1 2379 74 27 1079 2188 37 23
0 2380 201 10 1081 2186 37 24
1 2380 201 10 1081 2186 37 25
0 2381 74 21 1377 2718 37 26
1 2381 74 21 1377 2718 37 27
0 2382 73 14 1391 2190 37 28
1 2382 73 14 1391 2190 37 29
0 2383 73 15 1384 497 37 30
1 2383 73 15 1384 497 37 31
0 2384 73 29 1383 473 37 32
1 2384 73 29 1383 473 37 33
0 2385 73 18 1400 504 37 34
1 2385 73 18 1400 504 37 35
0 2386 73 20 1366 1187 37 36
1 2386 73 20 1366 1187 37 37
0 2387 73 21 709 1184 37 38
1 2387 73 21 709 1184 37 39
0 2388 73 13 720 1665 37 40
1 2388 73 13 720 1665 37 41
0 2389 73 16 735 857 37 42
1 2389 73 16 735 857 37 43
0 2390 72 25 1381 4389 37 44
1 2390 72 25 1381 4389 37 45
0 2391 72 24 750 856 37 46
1 2391 72 24 750 856 37 47
0 2392 72 22 1075 599 37 48
1 2392 72 22 1075 599 37 49
0 2393 72 29 1357 5071 37 50
1 2393 72 29 1357 5071 37 51
0 2394 72 13 1063 5073 37 52
1 2394 72 13 1063 5073 37 53
0 2395 72 6 1276 5187 37 54
1 2395 72 6 1276 5187 37 55
0 2396 72 7 1395 5188 37 56
1 2396 72 7 1395 5188 37 57
0 2397 72 30 1099 5189 37 58
1 2397 72 30 1099 5189 37 59
0 2398 71 27 1097 5182 37 60
1 2398 71 27 1097 5182 37 61
0 2399 71 19 1359 5183 37 62
1 2399 71 19 1359 5183 37 63
0 2400 71 26 734 5186 37 64
1 2400 71 26 734 5186 37 65
0 2401 71 23 1070 5110 37 66
1 2401 71 23 1070 5110 37 67
0 2402 71 10 745 5181 37 68
1 2402 71 10 745 5181 37 69
0 2403 71 8 1065 4982 37 70
1 2403 71 8 1065 4982 37 71
0 2404 71 31 1358 5006 37 72
1 2404 71 31 1358 5006 37 73
0 2405 71 29 704 5010 37 74
1 2405 71 29 704 5010 37 75
0 2406 70 18 715 4970 37 76
1 2406 70 18 715 4970 37 77
0 2407 70 22 726 4215 37 78
1 2407 70 22 726 4215 37 79
0 2408 201 23 710 4220 37 80
1 2408 201 23 710 4220 37 81
0 2409 70 5 741 4214 37 82
1 2409 70 5 741 4214 37 83
0 2410 70 32 713 4219 37 84
1 2410 70 32 713 4219 37 85
0 2411 70 26 1069 4963 37 86
1 2411 70 26 1069 4963 37 87
0 2412 70 28 1061 4212 37 88
1 2412 70 28 1061 4212 37 89
0 2413 70 9 1398 5231 37 90
1 2413 70 9 1398 5231 37 91
0 2414 69 16 1053 5232 37 92
1 2414 69 16 1053 5232 37 93
0 2415 69 10 729 5238 37 94
1 2415 69 10 729 5238 37 95
0 2416 69 9 1351 5234 37 96
1 2416 69 9 1351 5234 37 97
0 2417 69 1 1354 5235 37 98
1 2417 69 1 1354 5235 37 99
0 2418 69 24 728 5240 37 100
1 2418 69 24 728 5240 37 101
0 2419 69 12 1368 5236 37 102
1 2419 69 12 1368 5236 37 103
0 2420 69 7 1361 5237 37 104
1 2420 69 7 1361 5237 37 105
0 2421 69 4 722 5434 37 106
1 2421 69 4 722 5434 37 107
0 2422 68 32 1248 5239 37 108
1 2422 68 32 1248 5239 37 109
0 2423 68 28 1013 5124 37 110
1 2423 68 28 1013 5124 37 111
0 2424 68 7 1749 5123 37 112
1 2424 68 7 1749 5123 37 113
0 2425 68 29 1701 5171 37 114
1 2425 68 29 1701 5171 37 115
0 2426 68 4 1818 5172 37 116
1 2426 68 4 1818 5172 37 117
0 2427 68 22 1012 5127 37 118
1 2427 68 22 1012 5127 37 119
0 2428 68 26 1815 5176 37 120
1 2428 68 26 1815 5176 37 121
0 2429 68 2 496 5130 37 122
1 2429 68 2 496 5130 37 123
0 2430 107 24 1015 5129 37 124
1 2430 107 24 1015 5129 37 125
0 2431 75 31 1705 5180 37 126
1 2431 75 31 1705 5180 37 127
0 2432 107 15 1838 5128 38 0
1 2432 107 15 1838 5128 38 1
0 2433 107 30 1830 2732 38 2
1 2433 107 30 1830 2732 38 3
0 2434 107 21 1842 2731 38 4
1 2434 107 21 1842 2731 38 5
0 2435 107 26 1250 2735 38 6
1 2435 107 26 1250 2735 38 7
0 2436 107 11 497 2734 38 8
1 2436 107 11 497 2734 38 9
0 2437 107 4 499 2733 38 10
1 2437 107 4 499 2733 38 11
0 2438 106 20 1850 2738 38 12
1 2438 106 20 1850 2738 38 13
0 2439 106 15 1031 2547 38 14
1 2439 106 15 1031 2547 38 15
0 2440 106 13 1806 2499 38 16
1 2440 106 13 1806 2499 38 17
0 2441 106 24 1849 2737 38 18
1 2441 106 24 1849 2737 38 19
0 2442 106 22 1032 2736 38 20
1 2442 106 22 1032 2736 38 21
0 2443 106 18 493 3934 38 22
1 2443 106 18 493 3934 38 23
0 2444 106 4 1804 3933 38 24
1 2444 106 4 1804 3933 38 25
0 2445 106 9 1708 3935 38 26
1 2445 106 9 1708 3935 38 27
0 2446 105 28 1676 3936 38 28
1 2446 105 28 1676 3936 38 29
0 2447 105 10 1913 3937 38 30
1 2447 105 10 1913 3937 38 31
0 2448 105 25 904 3938 38 32
1 2448 105 25 904 3938 38 33
0 2449 105 17 937 3939 38 34
1 2449 105 17 937 3939 38 35
0 2450 105 2 1682 3940 38 36
1 2450 105 2 1682 3940 38 37
0 2451 105 16 946 2740 38 38
1 2451 105 16 946 2740 38 39
