ChID CopyNo HVBundleID HVCableID SignalCableID SiPMNo FECID FECChID
1 1033 52 8 925 3871 16 19
0 1034 52 27 122 3872 16 20
1 1034 52 27 122 3872 16 21
0 1035 52 2 376 3875 16 22
1 1035 52 2 376 3875 16 23
0 1036 52 15 909 175 16 24
1 1036 52 15 909 175 16 25
0 1037 52 23 939 177 16 26
1 1037 52 23 939 177 16 27
0 1038 52 16 917 179 16 28
1 1038 52 16 917 179 16 29
0 1039 53 14 405 4795 16 30
1 1039 53 14 405 4795 16 31
0 1040 53 7 442 174 16 32
1 1040 53 7 442 174 16 33
0 1041 53 12 493 176 16 34
1 1041 53 12 493 176 16 35
0 1042 53 3 448 178 16 36
1 1042 53 3 448 178 16 37
0 1043 53 26 268 4796 16 38
1 1043 53 26 268 4796 16 39
0 1044 53 31 360 4799 16 40
1 1044 53 31 360 4799 16 41
0 1045 53 18 288 3878 16 42
1 1045 53 18 288 3878 16 43
0 1046 53 27 299 2887 16 44
1 1046 53 27 299 2887 16 45
0 1047 53 30 380 372 16 46
1 1047 53 30 380 372 16 47
0 1048 53 15 427 2890 16 48
1 1048 53 15 427 2890 16 49
0 1049 14 12 561 3624 16 50
1 1049 14 12 561 3624 16 51
0 1050 14 14 971 3623 16 52
1 1050 14 14 971 3623 16 53
0 1051 14 20 972 375 16 54
1 1051 14 20 972 375 16 55
0 1052 14 21 980 371 16 56
1 1052 14 21 980 371 16 57
0 1053 14 17 952 3626 16 58
1 1053 14 17 952 3626 16 59
0 1054 14 6 999 3241 16 60
1 1054 14 6 999 3241 16 61
0 1055 14 3 558 373 16 62
1 1055 14 3 558 373 16 63
0 1056 14 24 557 3432 16 64
1 1056 14 24 557 3432 16 65
0 1057 15 32 241 1272 16 66
1 1057 15 32 241 1272 16 67
0 1058 15 6 208 3435 16 68
1 1058 15 6 208 3435 16 69
0 1059 15 8 589 1273 16 70
1 1059 15 8 589 1273 16 71
0 1060 15 22 572 3433 16 72
1 1060 15 22 572 3433 16 73
0 1061 15 5 236 3438 16 74
1 1061 15 5 236 3438 16 75
0 1062 15 24 350 1274 16 76
1 1062 15 24 350 1274 16 77
0 1063 15 31 218 3436 16 78
1 1063 15 31 218 3436 16 79
0 1064 15 1 963 3439 16 80
1 1064 15 1 963 3439 16 81
0 1065 16 28 48 1275 16 82
1 1065 16 28 48 1275 16 83
0 1066 16 31 28 4910 16 84
1 1066 16 31 28 4910 16 85
0 1067 16 27 5 4907 16 86
1 1067 16 27 5 4907 16 87
0 1068 16 32 25 4948 16 88
1 1068 16 32 25 4948 16 89
0 1069 16 30 50 4905 16 90
1 1069 16 30 50 4905 16 91
0 1070 16 14 916 4947 16 92
1 1070 16 14 916 4947 16 93
0 1071 16 25 923 4943 16 94
1 1071 16 25 923 4943 16 95
0 1072 16 22 919 4944 16 96
1 1072 16 22 919 4944 16 97
0 1073 17 10 234 4949 16 98
1 1073 17 10 234 4949 16 99
0 1074 17 25 186 4942 16 100
1 1074 17 25 186 4942 16 101
0 1075 17 5 225 4941 16 102
1 1075 17 5 225 4941 16 103
0 1076 17 3 64 1291 16 104
1 1076 17 3 64 1291 16 105
0 1077 17 4 171 1280 16 106
1 1077 17 4 171 1280 16 107
0 1078 17 7 163 3285 16 108
1 1078 17 7 163 3285 16 109
0 1079 17 13 167 3284 16 110
1 1079 17 13 167 3284 16 111
0 1080 17 11 646 3283 16 112
1 1080 17 11 646 3283 16 113
0 1081 18 9 1015 3288 16 114
1 1081 18 9 1015 3288 16 115
0 1082 18 16 1017 1292 16 116
1 1082 18 16 1017 1292 16 117
0 1083 18 23 1018 3286 16 118
1 1083 18 23 1018 3286 16 119
0 1084 18 18 1014 1294 16 120
1 1084 18 18 1014 1294 16 121
0 1085 18 24 835 3891 16 122
1 1085 18 24 835 3891 16 123
0 1086 18 26 841 4099 16 124
1 1086 18 26 841 4099 16 125
0 1087 18 19 581 4100 16 126
1 1087 18 19 581 4100 16 127
0 1088 18 12 801 95 17 0
1 1088 18 12 801 95 17 1
0 1089 19 32 815 4097 17 2
1 1089 19 32 815 4097 17 3
0 1090 19 24 989 126 17 4
1 1090 19 24 989 126 17 5
0 1091 19 22 1016 4093 17 6
1 1091 19 22 1016 4093 17 7
0 1092 19 26 796 4094 17 8
1 1092 19 26 796 4094 17 9
0 1093 19 25 1032 111 17 10
1 1093 19 25 1032 111 17 11
0 1094 19 20 976 112 17 12
1 1094 19 20 976 112 17 13
0 1095 19 9 819 4092 17 14
1 1095 19 9 819 4092 17 15
0 1096 19 16 822 4920 17 16
1 1096 19 16 822 4920 17 17
0 1097 19 10 817 609 17 18
1 1097 19 10 817 609 17 19
0 1098 19 15 837 3760 17 20
1 1098 19 15 837 3760 17 21
0 1099 19 4 986 4960 17 22
1 1099 19 4 986 4960 17 23
0 1100 48 32 941 4917 17 24
1 1100 48 32 941 4917 17 25
0 1101 48 15 160 4914 17 26
1 1101 48 15 160 4914 17 27
0 1102 48 21 54 4913 17 28
1 1102 48 21 54 4913 17 29
0 1103 48 10 53 1278 17 30
1 1103 48 10 53 1278 17 31
0 1104 48 9 935 3881 17 32
1 1104 48 9 935 3881 17 33
0 1105 48 4 81 4915 17 34
1 1105 48 4 81 4915 17 35
0 1106 48 16 456 3297 17 36
1 1106 48 16 456 3297 17 37
0 1107 48 17 453 604 17 38
1 1107 48 17 453 604 17 39
0 1108 49 17 1029 3296 17 40
1 1108 49 17 1029 3296 17 41
0 1109 49 26 988 4891 17 42
1 1109 49 26 988 4891 17 43
0 1110 49 22 1040 4895 17 44
1 1110 49 22 1040 4895 17 45
0 1111 49 23 1004 4896 17 46
1 1111 49 23 1004 4896 17 47
0 1112 49 9 1024 4897 17 48
1 1112 49 9 1024 4897 17 49
0 1113 49 27 768 4899 17 50
1 1113 49 27 768 4899 17 51
0 1114 49 18 977 4898 17 52
1 1114 49 18 977 4898 17 53
0 1115 49 5 981 4900 17 54
1 1115 49 5 981 4900 17 55
0 1116 50 31 809 649 17 56
1 1116 50 31 809 649 17 57
0 1117 50 28 780 1690 17 58
1 1117 50 28 780 1690 17 59
0 1118 50 26 811 1687 17 60
1 1118 50 26 811 1687 17 61
0 1119 50 11 802 1686 17 62
1 1119 50 11 802 1686 17 63
0 1120 50 2 800 1688 17 64
1 1120 50 2 800 1688 17 65
0 1121 50 17 1012 1685 17 66
1 1121 50 17 1012 1685 17 67
0 1122 50 19 795 1684 17 68
1 1122 50 19 795 1684 17 69
0 1123 50 16 789 1683 17 70
1 1123 50 16 789 1683 17 71
0 1124 51 2 902 1681 17 72
1 1124 51 2 902 1681 17 73
0 1125 51 18 632 1682 17 74
1 1125 51 18 632 1682 17 75
0 1126 51 24 644 3412 17 76
1 1126 51 24 644 3412 17 77
0 1127 51 26 177 3415 17 78
1 1127 51 26 177 3415 17 79
0 1128 51 29 901 1271 17 80
1 1128 51 29 901 1271 17 81
0 1129 51 21 94 3414 17 82
1 1129 51 21 94 3414 17 83
0 1130 51 22 603 3413 17 84
1 1130 51 22 603 3413 17 85
0 1131 58 13 479 3420 17 86
1 1131 58 13 479 3420 17 87
0 1132 58 24 510 3411 17 88
1 1132 58 24 510 3411 17 89
0 1133 58 29 461 3416 17 90
1 1133 58 29 461 3416 17 91
0 1134 58 21 18 3419 17 92
1 1134 58 21 18 3419 17 93
0 1135 58 17 469 3417 17 94
1 1135 58 17 469 3417 17 95
0 1136 58 16 471 890 17 96
1 1136 58 16 471 890 17 97
0 1137 58 8 478 889 17 98
1 1137 58 8 478 889 17 99
0 1138 58 12 685 888 17 100
1 1138 58 12 685 888 17 101
0 1139 59 18 522 886 17 102
1 1139 59 18 522 886 17 103
0 1140 59 17 125 887 17 104
1 1140 59 17 125 887 17 105
0 1141 59 22 15 883 17 106
1 1141 59 22 15 883 17 107
0 1142 59 29 463 884 17 108
1 1142 59 29 463 884 17 109
0 1143 59 27 484 885 17 110
1 1143 59 27 484 885 17 111
0 1144 59 26 535 646 17 112
1 1144 59 26 535 646 17 113
0 1145 59 28 543 881 17 114
1 1145 59 28 543 881 17 115
0 1146 59 31 102 4790 17 116
1 1146 59 31 102 4790 17 117
0 1147 60 8 501 173 17 118
1 1147 60 8 501 173 17 119
0 1148 60 5 111 4786 17 120
1 1148 60 5 111 4786 17 121
0 1149 60 9 455 232 17 122
1 1149 60 9 455 232 17 123
0 1150 60 10 485 4783 17 124
1 1150 60 10 485 4783 17 125
0 1151 20 26 573 171 17 126
1 1151 20 26 573 171 17 127
0 1152 20 21 770 4785 18 0
1 1152 20 21 770 4785 18 1
0 1153 20 27 766 4788 18 2
1 1153 20 27 766 4788 18 3
0 1154 20 30 806 200 18 4
1 1154 20 30 806 200 18 5
0 1155 20 6 975 4782 18 6
1 1155 20 6 975 4782 18 7
0 1156 20 12 1045 3500 18 8
1 1156 20 12 1045 3500 18 9
0 1157 20 10 784 3499 18 10
1 1157 20 10 784 3499 18 11
0 1158 20 13 763 3300 18 12
1 1158 20 13 763 3300 18 13
0 1159 21 21 810 3497 18 14
1 1159 21 21 810 3497 18 15
0 1160 21 5 831 3496 18 16
1 1160 21 5 831 3496 18 17
0 1161 21 14 828 3495 18 18
1 1161 21 14 828 3495 18 19
0 1162 21 13 829 3494 18 20
1 1162 21 13 829 3494 18 21
0 1163 21 16 1039 3493 18 22
1 1163 21 16 1039 3493 18 23
0 1164 21 4 1036 3492 18 24
1 1164 21 4 1036 3492 18 25
0 1165 21 30 990 3298 18 26
1 1165 21 30 990 3298 18 27
0 1166 21 15 824 4126 18 28
1 1166 21 15 824 4126 18 29
0 1167 22 15 1002 4130 18 30
1 1167 22 15 1002 4130 18 31
0 1168 22 9 974 4129 18 32
1 1168 22 9 974 4129 18 33
0 1169 22 13 1006 4125 18 34
1 1169 22 13 1006 4125 18 35
0 1170 22 16 842 4127 18 36
1 1170 22 16 842 4127 18 37
0 1171 22 10 846 4123 18 38
1 1171 22 10 846 4123 18 39
0 1172 22 6 772 3489 18 40
1 1172 22 6 772 3489 18 41
0 1173 22 21 983 4128 18 42
1 1173 22 21 983 4128 18 43
0 1174 22 22 1009 4122 18 44
1 1174 22 22 1009 4122 18 45
0 1175 23 14 548 4121 18 46
1 1175 23 14 548 4121 18 47
0 1176 23 3 120 1064 18 48
1 1176 23 3 120 1064 18 49
0 1177 23 22 687 1065 18 50
1 1177 23 22 687 1065 18 51
0 1178 23 11 698 1068 18 52
1 1178 23 11 698 1068 18 53
0 1179 23 12 684 4668 18 54
1 1179 23 12 684 4668 18 55
0 1180 23 30 700 3467 18 56
1 1180 23 30 700 3467 18 57
0 1181 23 17 110 3464 18 58
1 1181 23 17 110 3464 18 59
0 1182 23 16 682 3469 18 60
1 1182 23 16 682 3469 18 61
0 1183 24 10 195 3465 18 62
1 1183 24 10 195 3465 18 63
0 1184 24 31 549 3468 18 64
1 1184 24 31 549 3468 18 65
0 1185 24 27 472 3462 18 66
1 1185 24 27 472 3462 18 67
0 1186 24 15 9 3110 18 68
1 1186 24 15 9 3110 18 69
0 1187 24 26 473 3105 18 70
1 1187 24 26 473 3105 18 71
0 1188 24 24 481 52 18 72
1 1188 24 24 481 52 18 73
0 1189 24 16 193 4108 18 74
1 1189 24 16 193 4108 18 75
0 1190 24 14 458 122 18 76
1 1190 24 14 458 122 18 77
0 1191 25 16 518 4101 18 78
1 1191 25 16 518 4101 18 79
0 1192 25 11 42 62 18 80
1 1192 25 11 42 62 18 81
0 1193 25 12 138 4109 18 82
1 1193 25 12 138 4109 18 83
0 1194 25 18 32 68 18 84
1 1194 25 18 32 68 18 85
0 1195 25 26 540 936 18 86
1 1195 25 26 540 936 18 87
0 1196 25 24 534 4864 18 88
1 1196 25 24 534 4864 18 89
0 1197 25 21 101 4866 18 90
1 1197 25 21 101 4866 18 91
0 1198 25 23 544 4861 18 92
1 1198 25 23 544 4861 18 93
0 1199 26 13 41 4862 18 94
1 1199 26 13 41 4862 18 95
0 1200 26 12 29 4865 18 96
1 1200 26 12 29 4865 18 97
0 1201 26 11 104 4863 18 98
1 1201 26 11 104 4863 18 99
0 1202 26 8 198 4867 18 100
1 1202 26 8 198 4867 18 101
0 1203 54 28 118 4868 18 102
1 1203 54 28 118 4868 18 103
0 1204 54 11 527 4870 18 104
1 1204 54 11 527 4870 18 105
0 1205 54 15 490 4869 18 106
1 1205 54 15 490 4869 18 107
0 1206 54 32 127 1170 18 108
1 1206 54 32 127 1170 18 109
0 1207 54 29 105 1158 18 110
1 1207 54 29 105 1158 18 111
0 1208 54 23 112 1168 18 112
1 1208 54 23 112 1168 18 113
0 1209 54 26 139 1167 18 114
1 1209 54 26 139 1167 18 115
0 1210 54 31 474 1166 18 116
1 1210 54 31 474 1166 18 117
0 1211 55 23 144 3246 18 118
1 1211 55 23 144 3246 18 119
0 1212 55 28 148 3247 18 120
1 1212 55 28 148 3247 18 121
0 1213 55 29 515 3248 18 122
1 1213 55 29 515 3248 18 123
0 1214 55 3 135 3249 18 124
1 1214 55 3 135 3249 18 125
0 1215 55 11 109 3250 18 126
1 1215 55 11 109 3250 18 127
0 1216 55 25 476 4397 19 0
1 1216 55 25 476 4397 19 1
0 1217 55 24 117 4400 19 2
1 1217 55 24 117 4400 19 3
0 1218 55 7 538 4398 19 4
1 1218 55 7 538 4398 19 5
0 1219 56 6 520 4445 19 6
1 1219 56 6 520 4445 19 7
0 1220 56 16 136 4441 19 8
1 1220 56 16 136 4441 19 9
0 1221 56 21 462 4447 19 10
1 1221 56 21 462 4447 19 11
0 1222 56 19 182 4443 19 12
1 1222 56 19 182 4443 19 13
0 1223 56 12 142 4444 19 14
1 1223 56 12 142 4444 19 15
0 1224 56 7 526 4446 19 16
1 1224 56 7 526 4446 19 17
0 1225 56 20 126 4396 19 18
1 1225 56 20 126 4396 19 19
0 1226 56 3 199 880 19 20
1 1226 56 3 199 880 19 21
0 1227 57 1 119 879 19 22
1 1227 57 1 119 879 19 23
0 1228 57 9 150 876 19 24
1 1228 57 9 150 876 19 25
0 1229 57 5 530 873 19 26
1 1229 57 5 530 873 19 27
0 1230 57 10 464 877 19 28
1 1230 57 10 464 877 19 29
0 1231 57 15 539 648 19 30
1 1231 57 15 539 648 19 31
0 1232 57 7 507 647 19 32
1 1232 57 7 507 647 19 33
0 1233 57 16 686 872 19 34
1 1233 57 16 686 872 19 35
0 1234 57 26 467 871 19 36
1 1234 57 26 467 871 19 37
0 1235 58 23 696 4340 19 38
1 1235 58 23 696 4340 19 39
0 1236 58 26 137 4338 19 40
1 1236 58 26 137 4338 19 41
0 1237 58 27 470 4339 19 42
1 1237 58 27 470 4339 19 43
0 1238 58 31 149 4337 19 44
1 1238 58 31 149 4337 19 45
0 1239 58 18 513 4336 19 46
1 1239 58 18 513 4336 19 47
0 1240 58 1 483 4335 19 48
1 1240 58 1 483 4335 19 49
0 1241 58 6 466 4334 19 50
1 1241 58 6 466 4334 19 51
0 1242 59 7 22 4333 19 52
1 1242 59 7 22 4333 19 53
0 1243 59 8 106 4260 19 54
1 1243 59 8 106 4260 19 55
0 1244 59 9 491 4257 19 56
1 1244 59 9 491 4257 19 57
0 1245 59 23 14 4347 19 58
1 1245 59 23 14 4347 19 59
0 1246 59 2 16 4348 19 60
1 1246 59 2 16 4348 19 61
0 1247 59 4 689 4282 19 62
1 1247 59 4 689 4282 19 63
0 1248 59 1 482 4349 19 64
1 1248 59 1 482 4349 19 65
0 1249 59 3 17 4289 19 66
1 1249 59 3 17 4289 19 67
0 1250 60 7 43 4343 19 68
1 1250 60 7 43 4343 19 69
0 1251 60 11 31 4342 19 70
1 1251 60 11 31 4342 19 71
0 1252 60 23 452 4286 19 72
1 1252 60 23 452 4286 19 73
0 1253 60 17 40 4341 19 74
1 1253 60 17 40 4341 19 75
0 1254 60 15 26 4350 19 76
1 1254 60 15 26 4350 19 77
0 1255 20 17 782 4330 19 78
1 1255 20 17 782 4330 19 79
0 1256 20 9 576 4325 19 80
1 1256 20 9 576 4325 19 81
0 1257 20 5 958 4328 19 82
1 1257 20 5 958 4328 19 83
0 1258 20 22 997 4323 19 84
1 1258 20 22 997 4323 19 85
0 1259 20 3 1022 4321 19 86
1 1259 20 3 1022 4321 19 87
0 1260 20 20 769 4327 19 88
1 1260 20 20 769 4327 19 89
0 1261 20 7 979 4326 19 90
1 1261 20 7 979 4326 19 91
0 1262 20 23 790 4329 19 92
1 1262 20 23 790 4329 19 93
0 1263 21 32 775 4278 19 94
1 1263 21 32 775 4278 19 95
0 1264 21 1 762 4275 19 96
1 1264 21 1 762 4275 19 97
0 1265 21 28 805 3533 19 98
1 1265 21 28 805 3533 19 99
0 1266 21 3 756 3534 19 100
1 1266 21 3 756 3534 19 101
0 1267 21 22 1041 1029 19 102
1 1267 21 22 1041 1029 19 103
0 1268 21 26 1037 3538 19 104
1 1268 21 26 1037 3538 19 105
0 1269 21 18 1038 3531 19 106
1 1269 21 18 1038 3531 19 107
0 1270 21 19 826 3537 19 108
1 1270 21 19 826 3537 19 109
0 1271 22 23 1044 3536 19 110
1 1271 22 23 1044 3536 19 111
0 1272 22 28 847 3532 19 112
1 1272 22 28 847 3532 19 113
0 1273 22 5 973 3540 19 114
1 1273 22 5 973 3540 19 115
0 1274 22 12 783 1030 19 116
1 1274 22 12 783 1030 19 117
0 1275 22 4 964 3580 19 118
1 1275 22 4 964 3580 19 119
0 1276 22 32 814 3472 19 120
1 1276 22 32 814 3472 19 121
0 1277 22 1 577 3478 19 122
1 1277 22 1 577 3478 19 123
0 1278 22 20 1003 3477 19 124
1 1278 22 20 1003 3477 19 125
0 1279 23 4 541 3503 19 126
1 1279 23 4 541 3503 19 127
0 1280 23 13 480 3505 20 0
1 1280 23 13 480 3505 20 1
0 1281 23 29 519 3506 20 2
1 1281 23 29 519 3506 20 3
0 1282 23 19 517 3476 20 4
1 1282 23 19 517 3476 20 5
0 1283 23 31 536 3504 20 6
1 1283 23 31 536 3504 20 7
0 1284 23 32 512 3507 20 8
1 1284 23 32 512 3507 20 9
0 1285 23 24 699 2119 20 10
1 1285 23 24 699 2119 20 11
0 1286 23 28 697 2120 20 12
1 1286 23 28 697 2120 20 13
0 1287 24 8 13 3210 20 14
1 1287 24 8 13 3210 20 15
0 1288 24 6 10 2034 20 16
1 1288 24 6 10 2034 20 17
0 1289 24 28 460 2038 20 18
1 1289 24 28 460 2038 20 19
0 1290 24 32 488 2033 20 20
1 1290 24 32 488 2033 20 21
0 1291 24 23 546 2040 20 22
1 1291 24 23 546 2040 20 23
0 1292 24 11 103 2037 20 24
1 1292 24 11 103 2037 20 25
0 1293 24 19 12 2036 20 26
1 1293 24 19 12 2036 20 27
0 1294 24 22 107 2039 20 28
1 1294 24 22 107 2039 20 29
0 1295 25 25 34 3473 20 30
1 1295 25 25 34 3473 20 31
0 1296 25 8 35 3510 20 32
1 1296 25 8 35 3510 20 33
0 1297 25 4 506 3471 20 34
1 1297 25 4 506 3471 20 35
0 1298 25 17 23 3410 20 36
1 1298 25 17 23 3410 20 37
0 1299 25 29 130 3475 20 38
1 1299 25 29 130 3475 20 39
0 1300 25 31 454 3474 20 40
1 1300 25 31 454 3474 20 41
0 1301 25 30 521 3501 20 42
1 1301 25 30 521 3501 20 43
0 1302 25 7 477 1069 20 44
1 1302 25 7 477 1069 20 45
0 1303 26 26 599 3502 20 46
1 1303 26 26 599 3502 20 47
0 1304 26 10 777 3509 20 48
1 1304 26 10 777 3509 20 49
0 1305 26 24 791 4819 20 50
1 1305 26 24 791 4819 20 51
0 1306 26 27 1023 4820 20 52
1 1306 26 27 1023 4820 20 53
0 1307 26 32 489 4817 20 54
1 1307 26 32 489 4817 20 55
0 1308 54 9 531 4818 20 56
1 1308 54 9 531 4818 20 57
0 1309 54 1 524 4423 20 58
1 1309 54 1 524 4423 20 59
0 1310 54 17 550 4814 20 60
1 1310 54 17 550 4814 20 61
0 1311 54 2 145 4815 20 62
1 1311 54 2 145 4815 20 63
0 1312 54 8 6 4816 20 64
1 1312 54 8 6 4816 20 65
0 1313 54 3 113 4811 20 66
1 1313 54 3 113 4811 20 67
0 1314 54 6 140 4812 20 68
1 1314 54 6 140 4812 20 69
0 1315 54 30 545 959 20 70
1 1315 54 30 545 959 20 71
0 1316 55 6 116 960 20 72
1 1316 55 6 116 960 20 73
0 1317 55 9 465 958 20 74
1 1317 55 9 465 958 20 75
0 1318 55 10 511 951 20 76
1 1318 55 10 511 951 20 77
0 1319 55 20 532 956 20 78
1 1319 55 20 532 956 20 79
0 1320 55 12 516 772 20 80
1 1320 55 12 516 772 20 81
0 1321 55 1 194 954 20 82
1 1321 55 1 194 954 20 83
0 1322 201 15 7 953 20 84
1 1322 201 15 7 953 20 85
0 1323 55 13 457 771 20 86
1 1323 55 13 457 771 20 87
0 1324 56 1 683 774 20 88
1 1324 56 1 683 774 20 89
0 1325 56 13 533 3406 20 90
1 1325 56 13 533 3406 20 91
0 1326 56 9 200 3408 20 92
1 1326 56 9 200 3408 20 93
0 1327 56 22 141 3747 20 94
1 1327 56 22 141 3747 20 95
0 1328 56 26 197 3750 20 96
1 1328 56 26 197 3750 20 97
0 1329 56 10 33 2042 20 98
1 1329 56 10 33 2042 20 99
0 1330 56 11 108 2045 20 100
1 1330 56 11 108 2045 20 101
0 1331 56 29 24 2041 20 102
1 1331 56 29 24 2041 20 103
0 1332 57 27 196 2048 20 104
1 1332 57 27 196 2048 20 105
0 1333 57 18 475 3203 20 106
1 1333 57 18 475 3203 20 107
0 1334 57 28 523 2050 20 108
1 1334 57 28 523 2050 20 109
0 1335 57 6 528 2043 20 110
1 1335 57 6 528 2043 20 111
0 1336 57 32 525 2046 20 112
1 1336 57 32 525 2046 20 113
0 1337 57 29 134 2047 20 114
1 1337 57 29 134 2047 20 115
0 1338 57 24 529 2049 20 116
1 1338 57 24 529 2049 20 117
0 1339 57 31 508 3748 20 118
1 1339 57 31 508 3748 20 119
0 1340 58 11 143 3743 20 120
1 1340 58 11 143 3743 20 121
0 1341 58 5 1793 3579 20 122
1 1341 58 5 1793 3579 20 123
0 1342 58 3 1786 1093 20 124
1 1342 58 3 1786 1093 20 125
0 1343 58 22 1778 3571 20 126
1 1343 58 22 1778 3571 20 127
0 1344 58 32 1776 3577 21 0
1 1344 58 32 1776 3577 21 1
0 1345 58 15 852 1094 21 2
1 1345 58 15 852 1094 21 3
0 1346 58 7 1785 1092 21 4
1 1346 58 7 1785 1092 21 5
0 1347 59 15 867 3574 21 6
1 1347 59 15 867 3574 21 7
0 1348 59 13 1789 3573 21 8
1 1348 59 13 1789 3573 21 9
0 1349 59 10 870 1262 21 10
1 1349 59 10 870 1262 21 11
0 1350 59 14 1760 1261 21 12
1 1350 59 14 1760 1261 21 13
0 1351 59 21 1768 213 21 14
1 1351 59 21 1768 213 21 15
0 1352 59 6 899 211 21 16
1 1352 59 6 899 211 21 17
0 1353 59 20 848 212 21 18
1 1353 59 20 848 212 21 19
0 1354 59 32 839 4587 21 20
1 1354 59 32 839 4587 21 21
0 1355 60 29 985 4588 21 22
1 1355 60 29 985 4588 21 23
0 1356 60 21 1328 4586 21 24
1 1356 60 21 1328 4586 21 25
0 1357 60 22 1928 4590 21 26
1 1357 60 22 1928 4590 21 27
0 1358 60 3 1449 4637 21 28
1 1358 60 3 1449 4637 21 29
0 1359 60 12 868 4600 21 30
1 1359 60 12 868 4600 21 31
0 1360 60 24 929 1465 21 32
1 1360 60 24 929 1465 21 33
0 1361 20 18 654 1521 21 34
1 1361 20 18 654 1521 21 35
0 1362 20 31 2013 1522 21 36
1 1362 20 31 2013 1522 21 37
0 1363 20 24 347 1523 21 38
1 1363 20 24 347 1523 21 39
0 1364 20 32 2023 1524 21 40
1 1364 20 32 2023 1524 21 41
0 1365 20 29 118 1525 21 42
1 1365 20 29 118 1525 21 43
0 1366 20 15 662 1526 21 44
1 1366 20 15 662 1526 21 45
0 1367 20 11 130 1527 21 46
1 1367 20 11 130 1527 21 47
0 1368 20 19 107 1528 21 48
1 1368 20 19 107 1528 21 49
0 1369 21 17 595 1529 21 50
1 1369 21 17 595 1529 21 51
0 1370 21 24 574 1530 21 52
1 1370 21 24 574 1530 21 53
0 1371 21 31 566 699 21 54
1 1371 21 31 566 699 21 55
0 1372 21 25 584 697 21 56
1 1372 21 25 584 697 21 57
0 1373 21 23 120 700 21 58
1 1373 21 23 120 700 21 59
0 1374 21 29 2031 698 21 60
1 1374 21 29 2031 698 21 61
0 1375 21 12 113 695 21 62
1 1375 21 12 113 695 21 63
0 1376 21 20 119 696 21 64
1 1376 21 20 119 696 21 65
0 1377 22 25 111 694 21 66
1 1377 22 25 111 694 21 67
0 1378 22 24 2020 693 21 68
1 1378 22 24 2020 693 21 69
0 1379 22 11 133 692 21 70
1 1379 22 11 133 692 21 71
0 1380 22 31 589 1500 21 72
1 1380 22 31 589 1500 21 73
0 1381 22 3 582 3879 21 74
1 1381 22 3 582 3879 21 75
0 1382 22 2 139 3601 21 76
1 1382 22 2 139 3601 21 77
0 1383 22 7 555 1025 21 78
1 1383 22 7 555 1025 21 79
0 1384 22 8 302 1024 21 80
1 1384 22 8 302 1024 21 81
0 1385 23 10 127 3603 21 82
1 1385 23 10 127 3603 21 83
0 1386 23 6 667 1026 21 84
1 1386 23 6 667 1026 21 85
0 1387 23 9 105 3607 21 86
1 1387 23 9 105 3607 21 87
0 1388 23 2 141 3606 21 88
1 1388 23 2 141 3606 21 89
0 1389 23 25 661 1028 21 90
1 1389 23 25 661 1028 21 91
0 1390 23 8 124 1027 21 92
1 1390 23 8 124 1027 21 93
0 1391 23 1 138 156 21 94
1 1391 23 1 138 156 21 95
0 1392 23 7 150 159 21 96
1 1392 23 7 150 159 21 97
0 1393 24 13 2032 155 21 98
1 1393 24 13 2032 155 21 99
0 1394 24 5 655 158 21 100
1 1394 24 5 655 158 21 101
0 1395 24 21 656 157 21 102
1 1395 24 21 656 157 21 103
0 1396 24 20 140 154 21 104
1 1396 24 20 140 154 21 105
0 1397 24 12 125 153 21 106
1 1397 24 12 125 153 21 107
0 1398 24 9 2014 151 21 108
1 1398 24 9 2014 151 21 109
0 1399 24 25 123 219 21 110
1 1399 24 25 123 219 21 111
0 1400 24 18 2026 152 21 112
1 1400 24 18 2026 152 21 113
0 1401 25 3 592 161 21 114
1 1401 25 3 592 161 21 115
0 1402 25 27 590 162 21 116
1 1402 25 27 590 162 21 117
0 1403 25 19 558 163 21 118
1 1403 25 19 558 163 21 119
0 1404 25 22 2077 164 21 120
1 1404 25 22 2077 164 21 121
0 1405 25 20 329 165 21 122
1 1405 25 20 329 165 21 123
0 1406 25 6 581 86 21 124
1 1406 25 6 581 86 21 125
0 1407 25 28 586 90 21 126
1 1407 25 28 586 90 21 127
0 1408 25 1 573 61 22 0
1 1408 25 1 573 61 22 1
0 1409 26 4 1777 85 22 2
1 1409 26 4 1777 85 22 3
0 1410 26 21 1757 84 22 4
1 1410 26 21 1757 84 22 5
0 1411 26 22 835 220 22 6
1 1411 26 22 835 220 22 7
0 1412 26 1 844 216 22 8
1 1412 26 1 844 216 22 9
0 1413 26 7 843 217 22 10
1 1413 26 7 843 217 22 11
0 1414 26 31 833 218 22 12
1 1414 26 31 833 218 22 13
0 1415 54 18 932 215 22 14
1 1415 54 18 932 215 22 15
0 1416 54 21 879 3742 22 16
1 1416 54 21 879 3742 22 17
0 1417 54 22 880 3744 22 18
1 1417 54 22 880 3744 22 19
0 1418 54 20 897 3741 22 20
1 1418 54 20 897 3741 22 21
0 1419 54 10 900 214 22 22
1 1419 54 10 900 214 22 23
0 1420 54 5 821 3745 22 24
1 1420 54 5 821 3745 22 25
0 1421 54 14 834 460 22 26
1 1421 54 14 834 460 22 27
0 1422 54 7 1781 459 22 28
1 1422 54 7 1781 459 22 29
0 1423 55 18 1765 674 22 30
1 1423 55 18 1765 674 22 31
