Sheel N/S,Layer,Layer inner no,SiPM no,Inner Sig,HV B no,HV I no,θ,φ,copy no,FEB type,LV M no,LV I no,FEC,FEC ch,HV Unit,HV Unit ch,tag,FEC,HV,chid
N,14,1,2836,596,46,6,47.645,0,578,N,88,1,78,124,38,118,1,78-124,38-118,1156
N,14,1,2836,596,46,6,47.645,0,578,N,88,1,78,125,38,118,1,78-125,38-118,1157
N,14,59,1765,108,43,26,47.645,254.634,636,N,412,3,21,50,52,13,1,21-50,52-13,1272
N,14,59,1765,108,43,26,47.645,254.634,636,N,412,3,21,51,52,13,1,21-51,52-13,1273
N,4,29,2700,1145,27,31,79.043,90,1587,N,296,1,33,72,37,67,1,33-72,37-67,3174
N,4,29,2700,1145,27,31,79.043,90,1587,N,296,1,33,73,37,67,1,33-73,37-67,3175
S,25,3,3122,92,133,7,167.229,32.7273,3988,N,17,3,40,60,32,52,1,40-60,32-52,7976
S,25,3,3122,92,133,7,167.229,32.7273,3988,N,17,3,40,61,32,52,1,40-61,32-52,7977
S,8,88,2607,354,113,2,113.499,301.154,2876,N,66,4,46,64,62,125,1,46-64,62-125,5752
S,8,88,2607,354,113,2,113.499,301.154,2876,N,66,4,46,65,62,125,1,46-65,62-125,5753
S,23,30,2808,202,132,6,160.823,307.059,3953,N,4,1,47,66,32,53,1,47-66,32-53,7906
S,23,30,2808,202,132,6,160.823,307.059,3953,N,4,1,47,67,32,53,1,47-67,32-53,7907
S,23,29,2807,124,132,24,160.823,296.471,3952,N,28,5,55,120,32,17,1,55-120,32-17,7904
S,23,29,2807,124,132,24,160.823,296.471,3952,N,28,5,55,121,32,17,1,55-121,32-17,7905
N,14,42,4086,115,12,31,47.645,180,619,N,421,2,56,0,37,3,1,56-0,37-3,1238
N,14,42,4086,115,12,31,47.645,180,619,N,421,2,56,1,37,3,1,56-1,37-3,1239
S,20,24,4438,006,97,16,151.293,159.231,3809,N,78,4,56,4,59,98,1,56-4,59-98,7618
S,20,24,4438,006,97,16,151.293,159.231,3809,N,78,4,56,5,59,98,1,56-5,59-98,7619
N,6,54,158,655,24,5,72.774,176.667,1394,N,247,2,56,8,41,120,1,56-8,41-120,2788
N,6,54,158,655,24,5,72.774,176.667,1394,N,247,2,56,9,41,120,1,56-9,41-120,2789
N,22,22,4157,1947,4,19,22.361,189,121,N,341,2,56,10,39,92,1,56-10,39-92,242
N,22,22,4157,1947,4,19,22.361,189,121,N,341,2,56,11,39,92,1,56-11,39-92,243
N,5,56,3526,591,24,1,75.909,180,1504,N,267,4,56,12,41,128,1,56-12,41-128,3008
N,5,56,3526,591,24,1,75.909,180,1504,N,267,4,56,13,41,128,1,56-13,41-128,3009
N,22,23,4158,1908,4,10,22.361,198,122,N,341,3,56,14,39,110,1,56-14,39-110,244
N,22,23,4158,1908,4,10,22.361,198,122,N,341,3,56,15,39,110,1,56-15,39-110,245
N,19,33,1777,335,8,19,31.872,198.621,270,N,338,1,56,16,66,92,1,56-16,66-92,540
N,19,33,1777,335,8,19,31.872,198.621,270,N,338,1,56,17,66,92,1,56-17,66-92,541
N,5,55,4952,587,24,2,75.909,176.727,1503,N,267,3,56,18,41,126,1,56-18,41-126,3006
N,5,55,4952,587,24,2,75.909,176.727,1503,N,267,3,56,19,41,126,1,56-19,41-126,3007
N,6,53,155,2032,24,13,72.774,173.333,1393,N,247,1,56,20,41,104,1,56-20,41-104,2786
N,6,53,155,2032,24,13,72.774,173.333,1393,N,247,1,56,21,41,104,1,56-21,41-104,2787
N,6,52,159,150,23,7,72.774,170,1392,N,103,4,56,22,40,52,1,56-22,40-52,2784
N,6,52,159,150,23,7,72.774,170,1392,N,103,4,56,23,40,52,1,56-23,40-52,2785
N,5,54,3525,551,24,3,75.909,173.455,1502,N,267,2,56,24,41,124,1,56-24,41-124,3004
N,5,54,3525,551,24,3,75.909,173.455,1502,N,267,2,56,25,41,124,1,56-25,41-124,3005
N,13,44,2077,413,12,4,50.792,177.931,703,N,220,4,56,26,37,57,1,56-26,37-57,1406
N,13,44,2077,413,12,4,50.792,177.931,703,N,220,4,56,27,37,57,1,56-27,37-57,1407
N,13,45,2076,429,12,3,50.792,182.069,704,N,216,1,56,28,37,59,1,56-28,37-59,1408
N,13,45,2076,429,12,3,50.792,182.069,704,N,216,1,56,29,37,59,1,56-29,37-59,1409
N,20,28,3325,949,5,32,28.707,186.923,213,N,157,4,56,30,35,65,1,56-30,35-65,426
N,20,28,3325,949,5,32,28.707,186.923,213,N,157,4,56,31,35,65,1,56-31,35-65,427
N,16,37,2871,46,11,24,41.344,177.534,463,N,45,1,56,32,35,17,1,56-32,35-17,926
N,16,37,2871,46,11,24,41.344,177.534,463,N,45,1,56,33,35,17,1,56-33,35-17,927
N,14,44,2399,136,12,21,47.645,188.78,621,N,421,4,56,34,37,23,1,56-34,37-23,1242
N,14,44,2399,136,12,21,47.645,188.78,621,N,421,4,56,35,37,23,1,56-35,37-23,1243
N,6,55,157,656,24,21,72.774,180,1395,N,247,3,56,36,41,88,1,56-36,41-88,2790
N,6,55,157,656,24,21,72.774,180,1395,N,247,3,56,37,41,88,1,56-37,41-88,2791
N,15,41,1114,445,12,2,44.496,184.615,540,N,7,1,56,38,37,61,1,56-38,37-61,1080
N,15,41,1114,445,12,2,44.496,184.615,540,N,7,1,56,39,37,61,1,56-39,37-61,1081
N,15,42,1117,418,12,32,44.496,189.231,541,N,7,2,56,40,37,1,1,56-40,37-1,1082
N,15,42,1117,418,12,32,44.496,189.231,541,N,7,2,56,41,37,1,1,56-41,37-1,1083
N,20,27,4409,151,5,8,28.707,180,212,N,157,3,56,42,35,113,1,56-42,35-113,424
N,20,27,4409,151,5,8,28.707,180,212,N,157,3,56,43,35,113,1,56-43,35-113,425
N,18,34,194,2062,7,4,35.033,188.571,329,N,100,2,56,44,34,122,1,56-44,34-122,658
N,18,34,194,2062,7,4,35.033,188.571,329,N,100,2,56,45,34,122,1,56-45,34-122,659
N,5,53,3523,131,23,5,75.909,170.182,1501,N,267,1,56,46,40,56,1,56-46,40-56,3002
N,5,53,3523,131,23,5,75.909,170.182,1501,N,267,1,56,47,40,56,1,56-47,40-56,3003
S,20,27,4439,090,96,9,151.293,180,3812,N,23,3,56,48,34,47,1,56-48,34-47,7624
S,20,27,4439,090,96,9,151.293,180,3812,N,23,3,56,49,34,47,1,56-49,34-47,7625
S,11,52,1432,304,83,4,122.92,195.319,3143,N,118,4,56,50,31,122,1,56-50,31-122,6286
S,11,52,1432,304,83,4,122.92,195.319,3143,N,118,4,56,51,31,122,1,56-51,31-122,6287
N,12,52,1017,993,18,25,53.937,201.758,798,N,206,4,56,52,42,15,1,56-52,42-15,1596
N,12,52,1017,993,18,25,53.937,201.758,798,N,206,4,56,53,42,15,1,56-53,42-15,1597
N,15,44,1116,235,12,12,44.496,198.462,543,N,7,4,56,54,37,41,1,56-54,37-41,1086
N,15,44,1116,235,12,12,44.496,198.462,543,N,7,4,56,55,37,41,1,56-55,37-41,1087
S,19,32,3378,84,93,19,148.128,192.414,3759,N,62,4,56,56,43,91,1,56-56,43-91,7518
S,19,32,3378,84,93,19,148.128,192.414,3759,N,62,4,56,57,43,91,1,56-57,43-91,7519
S,11,51,1431,324,83,31,122.92,191.489,3142,N,118,3,56,58,31,68,1,56-58,31-68,6284
S,11,51,1431,324,83,31,122.92,191.489,3142,N,118,3,56,59,31,68,1,56-59,31-68,6285
S,12,52,1860,306,83,8,126.063,201.758,3237,N,154,4,56,60,31,114,1,56-60,31-114,6474
S,12,52,1860,306,83,8,126.063,201.758,3237,N,154,4,56,61,31,114,1,56-61,31-114,6475
S,12,50,2437,263,83,17,126.063,193.846,3235,N,154,2,56,62,31,96,1,56-62,31-96,6470
S,12,50,2437,263,83,17,126.063,193.846,3235,N,154,2,56,63,31,96,1,56-63,31-96,6471
N,13,41,2073,270,12,5,50.792,165.517,700,N,220,1,58,0,37,55,1,58-0,37-55,1400
N,13,41,2073,270,12,5,50.792,165.517,700,N,220,1,58,1,37,55,1,58-1,37-55,1401
N,17,32,3544,0569,7,13,38.19,164.118,390,N,88,4,58,2,34,104,1,58-2,34-104,780
N,17,32,3544,0569,7,13,38.19,164.118,390,N,88,4,58,3,34,104,1,58-3,34-104,781
N,6,49,1028,661,23,25,72.774,160,1389,N,103,1,58,4,40,16,1,58-4,40-16,2778
N,6,49,1028,661,23,25,72.774,160,1389,N,103,1,58,5,40,16,1,58-5,40-16,2779
N,18,30,4689,1950,7,16,35.033,165.714,325,N,132,2,58,6,34,98,1,58-6,34-98,650
N,18,30,4689,1950,7,16,35.033,165.714,325,N,132,2,58,7,34,98,1,58-7,34-98,651
N,14,38,3036,2079,11,32,47.645,162.439,615,N,353,2,58,8,35,1,1,58-8,35-1,1230
N,14,38,3036,2079,11,32,47.645,162.439,615,N,353,2,58,9,35,1,1,58-9,35-1,1231
N,19,28,1772,1754,7,10,31.872,167.586,265,N,194,4,58,10,34,110,1,58-10,34-110,530
N,19,28,1772,1754,7,10,31.872,167.586,265,N,194,4,58,11,34,110,1,58-11,34-110,531
N,13,42,2074,497,12,10,50.792,169.655,701,N,220,2,58,12,37,45,1,58-12,37-45,1402
N,13,42,2074,497,12,10,50.792,169.655,701,N,220,2,58,13,37,45,1,58-13,37-45,1403
N,16,35,2679,910,11,3,41.344,167.671,461,N,156,3,58,14,35,59,1,58-14,35-59,922
N,16,35,2679,910,11,3,41.344,167.671,461,N,156,3,58,15,35,59,1,58-15,35-59,923
N,19,27,3692,1751,7,12,31.872,161.379,264,N,194,3,58,16,34,106,1,58-16,34-106,528
N,19,27,3692,1751,7,12,31.872,161.379,264,N,194,3,58,17,34,106,1,58-17,34-106,529
N,18,32,4563,2087,7,24,35.033,177.143,327,N,132,4,58,18,34,82,1,58-18,34-82,654
N,18,32,4563,2087,7,24,35.033,177.143,327,N,132,4,58,19,34,82,1,58-19,34-82,655
N,18,29,4683,2091,7,8,35.033,160,324,N,132,1,58,20,34,114,1,58-20,34-114,648
N,18,29,4683,2091,7,8,35.033,160,324,N,132,1,58,21,34,114,1,58-21,34-114,649
N,19,29,1774,1752,7,6,31.872,173.793,266,N,458,1,58,22,34,118,1,58-22,34-118,532
N,19,29,1774,1752,7,6,31.872,173.793,266,N,458,1,58,23,34,118,1,58-23,34-118,533
N,26,8,3666,343,1,8,9.535,157.5,7,N,390,4,58,24,66,113,1,58-24,66-113,14
N,26,8,3666,343,1,8,9.535,157.5,7,N,390,4,58,25,66,113,1,58-25,66-113,15
N,18,31,4570,2089,7,14,35.033,171.429,326,N,132,3,58,26,34,102,1,58-26,34-102,652
N,18,31,4570,2089,7,14,35.033,171.429,326,N,132,3,58,27,34,102,1,58-27,34-102,653
N,14,37,3040,2068,11,19,47.645,158.049,614,N,353,1,58,28,35,27,1,58-28,35-27,1228
N,14,37,3040,2068,11,19,47.645,158.049,614,N,353,1,58,29,35,27,1,58-29,35-27,1229
N,22,20,127,1910,4,26,22.361,171,119,N,70,4,58,30,39,78,1,58-30,39-78,238
N,22,20,127,1910,4,26,22.361,171,119,N,70,4,58,31,39,78,1,58-31,39-78,239
N,19,31,1775,1610,7,31,31.872,186.207,268,N,458,3,58,32,34,68,1,58-32,34-68,536
N,19,31,1775,1610,7,31,31.872,186.207,268,N,458,3,58,33,34,68,1,58-33,34-68,537
N,22,19,4154,2078,4,9,22.361,162,118,N,70,3,58,34,39,112,1,58-34,39-112,236
N,22,19,4154,2078,4,9,22.361,162,118,N,70,3,58,35,39,112,1,58-35,39-112,237
N,14,41,2990,145,12,18,47.645,175.61,618,N,421,1,58,36,37,29,1,58-36,37-29,1236
N,14,41,2990,145,12,18,47.645,175.61,618,N,421,1,58,37,37,29,1,58-37,37-29,1237
N,20,25,4407,263,4,24,28.707,166.154,210,N,157,1,58,38,39,82,1,58-38,39-82,420
N,20,25,4407,263,4,24,28.707,166.154,210,N,157,1,58,39,39,82,1,58-39,39-82,421
N,14,40,2067,561,12,30,47.645,171.22,617,N,353,4,58,40,37,5,1,58-40,37-5,1234
N,14,40,2067,561,12,30,47.645,171.22,617,N,353,4,58,41,37,5,1,58-41,37-5,1235
N,18,33,4561,2095,7,25,35.033,182.857,328,N,100,1,58,42,34,80,1,58-42,34-80,656
N,18,33,4561,2095,7,25,35.033,182.857,328,N,100,1,58,43,34,80,1,58-43,34-80,657
N,19,30,1773,0939,7,26,31.872,180,267,N,458,2,58,44,34,78,1,58-44,34-78,534
N,19,30,1773,0939,7,26,31.872,180,267,N,458,2,58,45,34,78,1,58-45,34-78,535
N,18,28,4687,1260,7,9,35.033,154.286,323,N,198,4,58,46,34,112,1,58-46,34-112,646
N,18,28,4687,1260,7,9,35.033,154.286,323,N,198,4,58,47,34,112,1,58-47,34-112,647
S,10,44,1383,416,84,30,119.778,157.959,3037,N,179,4,58,48,30,5,1,58-48,30-5,6074
S,10,44,1383,416,84,30,119.778,157.959,3037,N,179,4,58,49,30,5,1,58-49,30-5,6075
S,11,44,1344,739,84,12,122.92,164.681,3135,N,193,4,58,50,30,41,1,58-50,30-41,6270
S,11,44,1344,739,84,12,122.92,164.681,3135,N,193,4,58,51,30,41,1,58-51,30-41,6271
N,13,40,2880,92,11,31,50.792,161.379,699,N,175,4,58,52,35,3,1,58-52,35-3,1398
N,13,40,2880,92,11,31,50.792,161.379,699,N,175,4,58,53,35,3,1,58-53,35-3,1399
S,11,45,1343,738,84,18,122.92,168.511,3136,N,117,1,58,54,30,29,1,58-54,30-29,6272
S,11,45,1343,738,84,18,122.92,168.511,3136,N,117,1,58,55,30,29,1,58-55,30-29,6273
N,10,45,4491,4,17,20,60.222,161.633,976,N,247,1,58,56,40,89,1,58-56,40-89,1952
N,10,45,4491,4,17,20,60.222,161.633,976,N,247,1,58,57,40,89,1,58-57,40-89,1953
S,11,43,1345,478,84,9,122.92,160.851,3134,N,193,3,58,58,30,47,1,58-58,30-47,6268
S,11,43,1345,478,84,9,122.92,160.851,3134,N,193,3,58,59,30,47,1,58-59,30-47,6269
N,17,34,3543,0597,7,32,38.19,174.706,392,N,79,2,58,60,34,66,1,58-60,34-66,784
N,17,34,3543,0597,7,32,38.19,174.706,392,N,79,2,58,61,34,66,1,58-61,34-66,785
N,9,48,1280,171,17,4,63.362,167.525,1077,N,158,4,58,62,40,121,1,58-62,40-121,2154
N,9,48,1280,171,17,4,63.362,167.525,1077,N,158,4,58,63,40,121,1,58-63,40-121,2155
S,12,81,1040,335,118,30,126.063,316.484,3266,N,6,1,58,64,53,69,1,58-64,53-69,6532
S,12,81,1040,335,118,30,126.063,316.484,3266,N,6,1,58,65,53,69,1,58-65,53-69,6533
S,21,42,4657,278,130,8,154.463,320.87,3879,N,42,1,58,66,56,114,1,58-66,56-114,7758
S,21,42,4657,278,130,8,154.463,320.87,3879,N,42,1,58,67,56,114,1,58-67,56-114,7759
S,10,90,811,061,118,31,119.778,326.939,3083,N,70,2,58,68,53,67,1,58-68,53-67,6166
S,10,90,811,061,118,31,119.778,326.939,3083,N,70,2,58,69,53,67,1,58-69,53-67,6167
S,24,27,2255,252,132,3,164.018,334.286,3984,N,12,3,58,72,32,59,1,58-72,32-59,7968
S,24,27,2255,252,132,3,164.018,334.286,3984,N,12,3,58,73,32,59,1,58-73,32-59,7969
S,14,77,2197,391,123,25,132.355,333.659,3440,N,28,5,58,74,60,16,1,58-74,60-16,6880
S,14,77,2197,391,123,25,132.355,333.659,3440,N,28,5,58,75,60,16,1,58-75,60-16,6881
S,11,87,307,088,118,2,122.92,329.362,3178,N,100,3,58,76,53,125,1,58-76,53-125,6356
S,11,87,307,088,118,2,122.92,329.362,3178,N,100,3,58,77,53,125,1,58-77,53-125,6357
S,21,43,4653,235,130,27,154.463,328.696,3880,N,42,2,58,78,56,76,1,58-78,56-76,7760
S,21,43,4653,235,130,27,154.463,328.696,3880,N,42,2,58,79,56,76,1,58-79,56-76,7761
N,21,41,3797,851,38,7,25.537,313.043,180,N,210,5,58,80,62,116,1,58-80,62-116,360
N,21,41,3797,851,38,7,25.537,313.043,180,N,210,5,58,81,62,116,1,58-81,62-116,361
S,3,93,2012,947,106,10,97.825,293.097,2332,H,167,1,58,82,47,45,1,58-82,47-45,4664
S,3,93,2012,947,106,10,97.825,293.097,2332,H,167,1,58,83,47,45,1,58-83,47-45,4665
N,8,92,4443,182,56,19,66.501,315,1222,N,172,4,58,84,44,28,1,58-84,44-28,2444
N,8,92,4443,182,56,19,66.501,315,1222,N,172,4,58,85,44,28,1,58-85,44-28,2445
S,4,92,3933,1804,106,4,100.957,292.5,2444,H,63,4,58,86,47,57,1,58-86,47-57,4888
S,4,92,3933,1804,106,4,100.957,292.5,2444,H,63,4,58,87,47,57,1,58-87,47-57,4889
S,1,95,2958,1666,106,14,91.565,296.842,2106,N,57,3,58,88,47,37,1,58-88,47-37,4212
S,1,95,2958,1666,106,14,91.565,296.842,2106,N,57,3,58,89,47,37,1,58-89,47-37,4213
N,7,93,3747,141,56,22,69.638,312.453,1327,N,227,1,58,90,44,22,1,58-90,44-22,2654
N,7,93,3747,141,56,22,69.638,312.453,1327,N,227,1,58,91,44,22,1,58-91,44-22,2655
S,20,44,4742,96,131,26,151.293,297.692,3829,N,44,4,58,92,38,14,1,58-92,38-14,7658
S,20,44,4742,96,131,26,151.293,297.692,3829,N,44,4,58,93,38,14,1,58-93,38-14,7659
S,20,43,4743,107,131,16,151.293,290.769,3828,N,44,3,58,94,38,34,1,58-94,38-34,7656
S,20,43,4743,107,131,16,151.293,290.769,3828,N,44,3,58,95,38,34,1,58-95,38-34,7657
S,19,49,965,146,128,26,148.128,297.931,3776,N,61,1,58,96,63,77,1,58-96,63-77,7552
S,19,49,965,146,128,26,148.128,297.931,3776,N,61,1,58,97,63,77,1,58-97,63-77,7553
N,11,83,430,1013,50,29,57.08,314.043,920,N,226,3,58,98,52,8,1,58-98,52-8,1840
N,11,83,430,1013,50,29,57.08,314.043,920,N,226,3,58,99,52,8,1,58-99,52-8,1841
N,6,93,1243,926,56,15,72.774,306.667,1433,N,399,1,58,100,44,36,1,58-100,44-36,2866
N,6,93,1243,926,56,15,72.774,306.667,1433,N,399,1,58,101,44,36,1,58-101,44-36,2867
S,14,74,831,393,123,11,132.355,320.488,3437,N,28,2,58,102,60,44,1,58-102,60-44,6874
S,14,74,831,393,123,11,132.355,320.488,3437,N,28,2,58,103,60,44,1,58-103,60-44,6875
S,8,97,1888,1495,111,18,113.499,332.308,2885,N,130,1,58,104,60,94,1,58-104,60-94,5770
S,8,97,1888,1495,111,18,113.499,332.308,2885,N,130,1,58,105,60,94,1,58-105,60-94,5771
S,9,95,1972,421,117,10,116.638,335.05,2987,N,155,3,58,106,50,46,1,58-106,50-46,5974
S,9,95,1972,421,117,10,116.638,335.05,2987,N,155,3,58,107,50,46,1,58-107,50-46,5975
N,9,90,1686,802,50,11,63.362,317.228,1119,N,112,2,58,108,52,44,1,58-108,52-44,2238
N,9,90,1686,802,50,11,63.362,317.228,1119,N,112,2,58,109,52,44,1,58-109,52-44,2239
S,5,100,1976,355,112,23,104.091,324,2564,N,171,4,58,112,53,20,1,58-112,53-20,5128
S,5,100,1976,355,112,23,104.091,324,2564,N,171,4,58,113,53,20,1,58-113,53-20,5129
S,11,83,305,418,118,21,122.92,314.043,3174,N,21,3,58,114,53,87,1,58-114,53-87,6348
S,11,83,305,418,118,21,122.92,314.043,3174,N,21,3,58,115,53,87,1,58-115,53-87,6349
S,7,98,5428,1498,111,10,110.362,329.434,2780,N,343,2,58,116,60,110,1,58-116,60-110,5560
S,7,98,5428,1498,111,10,110.362,329.434,2780,N,343,2,58,117,60,110,1,58-117,60-110,5561
S,11,89,310,082,118,28,122.92,337.021,3180,N,100,5,58,118,53,73,1,58-118,53-73,6360
S,11,89,310,082,118,28,122.92,337.021,3180,N,100,5,58,119,53,73,1,58-119,53-73,6361
S,10,91,269,160,118,32,119.778,330.612,3084,N,70,3,58,120,53,65,1,58-120,53-65,6168
S,10,91,269,160,118,32,119.778,330.612,3084,N,70,3,58,121,53,65,1,58-121,53-65,6169
S,4,105,2155,471,104,14,100.957,334.286,2457,N,349,1,58,122,55,102,1,58-122,55-102,4914
S,4,105,2155,471,104,14,100.957,334.286,2457,N,349,1,58,123,55,102,1,58-123,55-102,4915
S,12,85,1036,311,118,27,126.063,332.308,3270,N,178,1,58,124,53,75,1,58-124,53-75,6540
S,12,85,1036,311,118,27,126.063,332.308,3270,N,178,1,58,125,53,75,1,58-125,53-75,6541
S,10,92,1570,087,117,24,119.778,334.286,3085,N,70,4,58,126,50,18,1,58-126,50-18,6170
S,10,92,1570,087,117,24,119.778,334.286,3085,N,70,4,58,127,50,18,1,58-127,50-18,6171
N,1,75,2922,1628,33,23,88.435,233.684,1972,N,470,3,59,0,46,20,1,59-0,46-20,3944
N,1,75,2922,1628,33,23,88.435,233.684,1972,N,470,3,59,1,46,20,1,59-1,46-20,3945
N,2,75,1724,1634,33,32,85.306,233.684,1858,N,522,3,59,2,46,2,1,59-2,46-2,3716
N,2,75,1724,1634,33,32,85.306,233.684,1858,N,522,3,59,3,46,2,1,59-3,46-2,3717
N,2,74,3094,1166,33,4,85.306,230.526,1857,N,522,2,59,4,46,58,1,59-4,46-58,3714
N,2,74,3094,1166,33,4,85.306,230.526,1857,N,522,2,59,5,46,58,1,59-5,46-58,3715
N,6,75,215,932,54,18,72.774,246.667,1415,N,91,3,59,6,48,93,1,59-6,48-93,2830
N,6,75,215,932,54,18,72.774,246.667,1415,N,91,3,59,7,48,93,1,59-7,48-93,2831
N,3,72,1790,1625,33,28,82.175,226.195,1742,N,469,4,59,8,46,10,1,59-8,46-10,3484
N,3,72,1790,1625,33,28,82.175,226.195,1742,N,469,4,59,9,46,10,1,59-9,46-10,3485
N,3,75,1788,1184,33,22,82.175,235.752,1745,N,299,3,59,10,46,22,1,59-10,46-22,3490
N,3,75,1788,1184,33,22,82.175,235.752,1745,N,299,3,59,11,46,22,1,59-11,46-22,3491
N,4,72,2516,0794,33,18,79.043,228.214,1630,N,505,4,59,12,46,30,1,59-12,46-30,3260
N,4,72,2516,0794,33,18,79.043,228.214,1630,N,505,4,59,13,46,30,1,59-13,46-30,3261
N,4,74,2514,1632,33,24,79.043,234.643,1632,N,366,2,59,14,46,18,1,59-14,46-18,3264
N,4,74,2514,1632,33,24,79.043,234.643,1632,N,366,2,59,15,46,18,1,59-15,46-18,3265
N,14,54,1753,565,13,11,47.645,232.683,631,N,437,2,59,18,45,107,1,59-18,45-107,1262
N,14,54,1753,565,13,11,47.645,232.683,631,N,437,2,59,19,45,107,1,59-19,45-107,1263
N,18,42,196,544,8,26,35.033,234.286,337,S,311,2,59,20,66,78,1,59-20,66-78,674
N,18,42,196,544,8,26,35.033,234.286,337,S,311,2,59,21,66,78,1,59-21,66-78,675
N,7,73,4817,489,26,32,69.638,244.528,1307,N,119,1,59,22,33,2,1,59-22,33-2,2614
N,7,73,4817,489,26,32,69.638,244.528,1307,N,119,1,59,23,33,2,1,59-23,33-2,2615
S,10,61,1360,282,82,3,119.778,220.408,3054,N,149,1,59,24,31,123,1,59-24,31-123,6108
S,10,61,1360,282,82,3,119.778,220.408,3054,N,149,1,59,25,31,123,1,59-25,31-123,6109
S,11,58,1436,546,83,3,122.92,218.298,3149,N,159,2,59,26,31,124,1,59-26,31-124,6298
S,11,58,1436,546,83,3,122.92,218.298,3149,N,159,2,59,27,31,124,1,59-27,31-124,6299
N,14,55,1754,147,13,7,47.645,237.073,632,N,437,3,59,28,45,115,1,59-28,45-115,1264
N,14,55,1754,147,13,7,47.645,237.073,632,N,437,3,59,29,45,115,1,59-29,45-115,1265
S,10,60,1560,288,82,28,119.778,216.735,3053,N,41,4,59,30,31,73,1,59-30,31-73,6106
S,10,60,1560,288,82,28,119.778,216.735,3053,N,41,4,59,31,31,73,1,59-31,31-73,6107
N,14,51,2570,2019,13,26,47.645,219.512,628,N,342,3,59,32,45,77,1,59-32,45-77,1256
N,14,51,2570,2019,13,26,47.645,219.512,628,N,342,3,59,33,45,77,1,59-33,45-77,1257
N,4,73,2513,1633,33,10,79.043,231.429,1631,N,366,1,59,34,46,46,1,59-34,46-46,3262
N,4,73,2513,1633,33,10,79.043,231.429,1631,N,366,1,59,35,46,46,1,59-35,46-46,3263
N,1,76,2924,0781,33,8,88.435,236.842,1973,N,470,4,59,36,46,50,1,59-36,46-50,3946
N,1,76,2924,0781,33,8,88.435,236.842,1973,N,470,4,59,37,46,50,1,59-37,46-50,3947
N,19,36,1729,512,8,18,31.872,217.241,273,N,338,4,59,38,66,94,1,59-38,66-94,546
N,19,36,1729,512,8,18,31.872,217.241,273,N,338,4,59,39,66,94,1,59-39,66-94,547
N,6,64,164,2077,25,22,72.774,210,1404,S,87,4,59,40,44,86,1,59-40,44-86,2808
N,6,64,164,2077,25,22,72.774,210,1404,S,87,4,59,41,44,86,1,59-41,44-86,2809
N,19,35,1779,1599,8,17,31.872,211.034,272,N,338,3,59,42,66,96,1,59-42,66-96,544
N,19,35,1779,1599,8,17,31.872,211.034,272,N,338,3,59,43,66,96,1,59-43,66-96,545
N,19,37,1850,1585,8,30,31.872,223.448,274,N,350,1,59,44,66,70,1,59-44,66-70,548
N,19,37,1850,1585,8,30,31.872,223.448,274,N,350,1,59,45,66,70,1,59-45,66-70,549
N,25,13,3867,579,1,15,12.771,196.364,28,N,87,1,59,48,66,99,1,59-48,66-99,56
N,25,13,3867,579,1,15,12.771,196.364,28,N,87,1,59,49,66,99,1,59-49,66-99,57
N,16,48,1934,656,13,17,41.344,231.781,474,N,219,4,59,50,45,95,1,59-50,45-95,948
N,16,48,1934,656,13,17,41.344,231.781,474,N,219,4,59,51,45,95,1,59-51,45-95,949
N,6,73,217,843,26,7,72.774,240,1413,N,91,1,59,52,33,52,1,59-52,33-52,2826
N,6,73,217,843,26,7,72.774,240,1413,N,91,1,59,53,33,52,1,59-53,33-52,2827
N,3,73,1786,1185,33,9,82.175,229.381,1743,N,299,1,59,54,46,48,1,59-54,46-48,3486
N,3,73,1786,1185,33,9,82.175,229.381,1743,N,299,1,59,55,46,48,1,59-55,46-48,3487
N,2,76,3096,1181,33,1,85.306,236.842,1859,N,522,4,59,56,46,64,1,59-56,46-64,3718
N,2,76,3096,1181,33,1,85.306,236.842,1859,N,522,4,59,57,46,64,1,59-57,46-64,3719
N,1,74,2925,1619,33,17,88.435,230.526,1971,N,470,2,59,58,46,32,1,59-58,46-32,3942
N,1,74,2925,1619,33,17,88.435,230.526,1971,N,470,2,59,59,46,32,1,59-59,46-32,3943
N,11,62,1419,1007,19,5,57.08,233.617,899,N,97,2,59,60,31,55,1,59-60,31-55,1798
N,11,62,1419,1007,19,5,57.08,233.617,899,N,97,2,59,61,31,55,1,59-61,31-55,1799
N,5,74,1219,653,26,9,75.909,238.909,1522,N,75,2,59,62,33,48,1,59-62,33-48,3044
N,5,74,1219,653,26,9,75.909,238.909,1522,N,75,2,59,63,33,48,1,59-63,33-48,3045
N,8,88,4398,538,55,7,66.501,301.154,1218,N,246,4,59,64,55,115,1,59-64,55-115,2436
N,8,88,4398,538,55,7,66.501,301.154,1218,N,246,4,59,65,55,115,1,59-65,55-115,2437
N,12,80,1615,985,50,22,53.937,312.527,826,N,82,4,59,66,52,22,1,59-66,52-22,1652
N,12,80,1615,985,50,22,53.937,312.527,826,N,82,4,59,67,52,22,1,59-67,52-22,1653
N,8,91,4447,462,56,21,66.501,311.538,1221,N,172,3,59,68,44,24,1,59-68,44-24,2442
N,8,91,4447,462,56,21,66.501,311.538,1221,N,172,3,59,69,44,24,1,59-69,44-24,2443
N,7,97,2041,24,56,29,69.638,326.038,1331,N,253,1,59,70,44,8,1,59-70,44-8,2662
