channelID,x,y,z,label
173,-2718.51,-2614.73,-7329.57,33
174,-2665.27,-2645.89,-7321.3,19
175,-2682.86,-2661.93,-7329.57,19
176,-2624.81,-2682.78,-7321.3,19
177,-2639.15,-2701.78,-7329.57,19
178,-2578.26,-2711.61,-7321.3,20
179,-2588.87,-2732.91,-7329.57,20
180,-2527.2,-2731.39,-7321.3,20
181,-2533.71,-2754.28,-7329.57,20
182,-2473.38,-2741.45,-7321.3,20
183,-2475.57,-2765.15,-7329.57,35
184,-2418.62,-2741.45,-7321.3,21
185,-2416.43,-2765.15,-7329.57,36
186,-2364.8,-2731.39,-7321.3,21
187,-2358.29,-2754.28,-7329.57,21
188,-2313.74,-2711.61,-7321.3,21
189,-2303.13,-2732.91,-7329.57,21
190,-2267.19,-2682.78,-7321.3,22
191,-2252.85,-2701.78,-7329.57,22
192,-2226.73,-2645.89,-7321.3,22
193,-2209.14,-2661.93,-7329.57,22
194,-2193.73,-2602.2,-7321.3,38
195,-2173.49,-2614.73,-7329.57,38
196,-2169.32,-2553.18,-7321.3,23
197,-2147.13,-2561.78,-7329.57,23
198,-2154.34,-2500.52,-7321.3,23
199,-2130.94,-2504.89,-7329.57,23
200,-2100.23,-2446.0,-7339.15,24
201,-2076.92,-2446.0,-7348.74,24
202,-2104.49,-2391.91,-7339.15,24
203,-2081.47,-2388.26,-7348.74,24
204,-2117.15,-2339.15,-7339.15,12
205,-2094.99,-2331.95,-7348.74,24
206,-2137.92,-2289.02,-7339.15,25
207,-2117.15,-2278.44,-7348.74,25
208,-2166.26,-2242.76,-7339.15,25
209,-2147.41,-2229.06,-7348.74,25
210,-2201.5,-2201.5,-7339.15,13
211,-2185.02,-2185.02,-7348.74,13
212,-2242.76,-2166.26,-7339.15,26
213,-2229.06,-2147.41,-7348.74,26
214,-2289.02,-2137.92,-7339.15,26
215,-2278.44,-2117.15,-7348.74,26
216,-2339.15,-2117.15,-7339.15,14
217,-2331.95,-2094.99,-7348.74,27
218,-2391.91,-2104.49,-7339.15,27
219,-2388.26,-2081.47,-7348.74,27
220,-2446.0,-2100.23,-7339.15,28
221,-2446.0,-2076.92,-7348.74,28
222,-2500.09,-2104.49,-7339.15,28
223,-2503.74,-2081.47,-7348.74,28
224,-2552.85,-2117.15,-7339.15,15
225,-2560.05,-2094.99,-7348.74,28
226,-2602.98,-2137.92,-7339.15,29
227,-2613.56,-2117.15,-7348.74,29
228,-2649.24,-2166.26,-7339.15,29
229,-2662.94,-2147.41,-7348.74,29
230,-2690.5,-2201.5,-7339.15,16
231,-2706.98,-2185.02,-7348.74,16
232,-2725.74,-2242.76,-7339.15,30
233,-2744.59,-2229.06,-7348.74,30
234,-2754.08,-2289.02,-7339.15,30
235,-2774.85,-2278.44,-7348.74,30
236,-2774.85,-2339.15,-7339.15,17
237,-2797.01,-2331.95,-7348.74,31
238,-2787.51,-2391.91,-7339.15,31
239,-2810.53,-2388.26,-7348.74,31
240,-2791.77,-2446.0,-7339.15,31
241,-2815.08,-2446.0,-7348.74,31
242,-2787.51,-2500.09,-7339.15,32
243,-2810.53,-2503.74,-7348.74,32
244,-2774.85,-2552.85,-7339.15,18
245,-2797.01,-2560.05,-7348.74,32
246,-2754.08,-2602.98,-7339.15,33
247,-2774.85,-2613.56,-7348.74,33
248,-2725.74,-2649.24,-7339.15,33
249,-2744.59,-2662.94,-7348.74,33
250,-2690.5,-2690.5,-7339.15,19
251,-2706.98,-2706.98,-7348.74,19
252,-2649.24,-2725.74,-7339.15,34
253,-2662.94,-2744.59,-7348.74,34
254,-2602.98,-2754.08,-7339.15,34
255,-2613.56,-2774.85,-7348.74,34
256,-2552.85,-2774.85,-7339.15,20
257,-2560.05,-2797.01,-7348.74,35
258,-2500.09,-2787.51,-7339.15,35
259,-2503.74,-2810.53,-7348.74,35
260,-2446.0,-2791.77,-7339.15,36
261,-2446.0,-2815.08,-7348.74,36
262,-2391.91,-2787.51,-7339.15,36
263,-2388.26,-2810.53,-7348.74,36
264,-2339.15,-2774.85,-7339.15,21
265,-2331.95,-2797.01,-7348.74,36
266,-2289.02,-2754.08,-7339.15,37
267,-2278.44,-2774.85,-7348.74,37
268,-2242.76,-2725.74,-7339.15,37
269,-2229.06,-2744.59,-7348.74,37
270,-2201.5,-2690.5,-7339.15,22
271,-2185.02,-2706.98,-7348.74,22
272,-2166.26,-2649.24,-7339.15,38
273,-2147.41,-2662.94,-7348.74,38
274,-2137.92,-2602.98,-7339.15,38
275,-2117.15,-2613.56,-7348.74,38
276,-2117.15,-2552.85,-7339.15,23
277,-2094.99,-2560.05,-7348.74,39
278,-2104.49,-2500.09,-7339.15,39
279,-2081.47,-2503.74,-7348.74,39
280,-2052.36,-2446.0,-7359.65,40
281,-2029.62,-2446.0,-7370.51,40
282,-2056.02,-2392.4,-7359.65,24
283,-2033.5,-2389.3,-7370.51,40
284,-2066.95,-2339.8,-7359.65,24
285,-2045.06,-2333.66,-7370.51,24
286,-2084.95,-2289.17,-7359.65,41
287,-2064.09,-2280.11,-7370.51,41
288,-2109.66,-2241.47,-7359.65,25
289,-2090.24,-2229.66,-7370.51,25
290,-2140.65,-2197.58,-7359.65,25
291,-2123.01,-2183.23,-7370.51,25
292,-2177.32,-2158.31,-7359.65,42
293,-2161.8,-2141.69,-7370.51,42
294,-2218.99,-2124.41,-7359.65,26
295,-2205.88,-2105.83,-7370.51,26
296,-2264.9,-2096.49,-7359.65,26
297,-2254.44,-2076.3,-7370.51,43
298,-2314.18,-2075.08,-7359.65,27
299,-2306.56,-2053.66,-7370.51,27
300,-2365.91,-2060.59,-7359.65,27
301,-2361.28,-2038.33,-7370.51,27
302,-2419.14,-2053.27,-7359.65,44
303,-2417.59,-2030.59,-7370.51,44
304,-2472.86,-2053.27,-7359.65,45
305,-2474.41,-2030.59,-7370.51,45
306,-2526.09,-2060.59,-7359.65,28
307,-2530.71,-2038.33,-7370.51,28
308,-2577.82,-2075.08,-7359.65,28
309,-2585.44,-2053.66,-7370.51,28
310,-2627.1,-2096.49,-7359.65,29
311,-2637.56,-2076.3,-7370.51,46
312,-2673.0,-2124.4,-7359.65,29
313,-2686.12,-2105.83,-7370.51,29
314,-2714.68,-2158.31,-7359.65,47
315,-2730.2,-2141.69,-7370.51,47
316,-2751.36,-2197.58,-7359.65,30
317,-2768.99,-2183.23,-7370.51,30
318,-2782.34,-2241.47,-7359.65,30
319,-2801.77,-2229.66,-7370.51,30
320,-2807.06,-2289.17,-7359.65,48
321,-2827.91,-2280.11,-7370.51,48
322,-2825.05,-2339.8,-7359.65,31
323,-2846.94,-2333.66,-7370.51,31
324,-2835.98,-2392.4,-7359.65,31
325,-2858.5,-2389.3,-7370.51,49
326,-2839.64,-2446.0,-7359.65,49
327,-2862.38,-2446.0,-7370.51,49
328,-2835.98,-2499.6,-7359.65,32
329,-2858.5,-2502.7,-7370.51,50
330,-2825.05,-2552.2,-7359.65,32
331,-2846.94,-2558.34,-7370.51,32
332,-2807.06,-2602.83,-7359.65,51
333,-2827.91,-2611.89,-7370.51,51
334,-2782.34,-2650.53,-7359.65,33
335,-2801.77,-2662.34,-7370.51,33
336,-2751.36,-2694.42,-7359.65,33
337,-2768.99,-2708.77,-7370.51,33
338,-2714.68,-2733.69,-7359.65,52
339,-2730.2,-2750.31,-7370.51,52
340,-2673.0,-2767.6,-7359.65,34
341,-2686.12,-2786.17,-7370.51,34
342,-2627.1,-2795.51,-7359.65,34
343,-2637.56,-2815.7,-7370.51,53
344,-2577.82,-2816.92,-7359.65,35
345,-2585.44,-2838.34,-7370.51,35
346,-2526.09,-2831.41,-7359.65,35
347,-2530.71,-2853.67,-7370.51,35
348,-2472.86,-2838.73,-7359.65,54
349,-2474.41,-2861.41,-7370.51,54
350,-2419.14,-2838.73,-7359.65,55
351,-2417.59,-2861.41,-7370.51,55
352,-2365.91,-2831.41,-7359.65,36
353,-2361.29,-2853.67,-7370.51,36
354,-2314.18,-2816.92,-7359.65,36
355,-2306.56,-2838.34,-7370.51,36
356,-2264.9,-2795.51,-7359.65,37
357,-2254.44,-2815.7,-7370.51,56
358,-2219.0,-2767.6,-7359.65,37
359,-2205.88,-2786.17,-7370.51,37
360,-2177.32,-2733.69,-7359.65,57
361,-2161.8,-2750.31,-7370.51,57
362,-2140.64,-2694.42,-7359.65,38
363,-2123.01,-2708.77,-7370.51,38
364,-2109.66,-2650.53,-7359.65,38
365,-2090.23,-2662.34,-7370.51,38
366,-2084.94,-2602.83,-7359.65,58
367,-2064.09,-2611.89,-7370.51,58
368,-2066.95,-2552.2,-7359.65,39
369,-2045.06,-2558.34,-7370.51,39
370,-2056.02,-2499.6,-7359.65,39
371,-2033.5,-2502.7,-7370.51,59
372,-2005.78,-2446.0,-7382.72,40
373,-1983.68,-2446.0,-7394.83,40
374,-2008.99,-2392.94,-7382.72,40
375,-1987.05,-2390.27,-7394.83,40
376,-2018.57,-2340.65,-7382.72,40
377,-1997.11,-2335.36,-7394.83,40
378,-2034.39,-2289.9,-7382.72,41
379,-2013.72,-2282.06,-7394.83,41
380,-2056.21,-2241.42,-7382.72,41
381,-2036.63,-2231.15,-7394.83,41
382,-2083.71,-2195.93,-7382.72,25
383,-2065.52,-2183.37,-7394.83,41
384,-2116.49,-2154.08,-7382.72,42
385,-2099.95,-2139.42,-7394.83,42
386,-2154.08,-2116.49,-7382.72,42
387,-2139.42,-2099.95,-7394.83,42
388,-2195.93,-2083.71,-7382.72,26
389,-2183.37,-2065.52,-7394.83,43
390,-2241.42,-2056.21,-7382.72,43
391,-2231.15,-2036.63,-7394.83,43
392,-2289.9,-2034.39,-7382.72,43
393,-2282.06,-2013.72,-7394.83,43
394,-2340.65,-2018.57,-7382.72,44
395,-2335.36,-1997.11,-7394.83,44
396,-2392.94,-2008.99,-7382.72,44
397,-2390.27,-1987.05,-7394.83,44
398,-2446.0,-2005.78,-7382.72,45
399,-2446.0,-1983.68,-7394.83,45
400,-2499.06,-2008.99,-7382.72,45
401,-2501.73,-1987.05,-7394.83,45
402,-2551.35,-2018.57,-7382.72,45
403,-2556.64,-1997.11,-7394.83,45
404,-2602.1,-2034.39,-7382.72,46
405,-2609.94,-2013.72,-7394.83,46
406,-2650.58,-2056.2,-7382.72,46
407,-2660.85,-2036.63,-7394.83,46
408,-2696.07,-2083.7,-7382.72,29
409,-2708.63,-2065.51,-7394.83,46
410,-2737.92,-2116.49,-7382.72,47
411,-2752.57,-2099.94,-7394.83,47
412,-2775.51,-2154.08,-7382.72,47
413,-2792.06,-2139.43,-7394.83,47
414,-2808.3,-2195.93,-7382.72,30
415,-2826.49,-2183.37,-7394.83,48
416,-2835.8,-2241.42,-7382.72,48
417,-2855.37,-2231.15,-7394.83,48
418,-2857.61,-2289.9,-7382.72,48
419,-2878.28,-2282.06,-7394.83,48
420,-2873.43,-2340.65,-7382.72,49
421,-2894.89,-2335.36,-7394.83,49
422,-2883.01,-2392.94,-7382.72,49
423,-2904.95,-2390.27,-7394.83,49
424,-2886.22,-2446.0,-7382.72,49
425,-2908.32,-2446.0,-7394.83,49
426,-2883.01,-2499.06,-7382.72,50
427,-2904.95,-2501.73,-7394.83,50
428,-2873.43,-2551.35,-7382.72,50
429,-2894.89,-2556.64,-7394.83,50
430,-2857.61,-2602.1,-7382.72,51
431,-2878.28,-2609.94,-7394.83,51
432,-2835.8,-2650.58,-7382.72,51
433,-2855.37,-2660.85,-7394.83,51
434,-2808.3,-2696.07,-7382.72,33
435,-2826.49,-2708.63,-7394.83,51
436,-2775.51,-2737.92,-7382.72,52
437,-2792.06,-2752.57,-7394.83,52
438,-2737.92,-2775.51,-7382.72,52
439,-2752.57,-2792.06,-7394.83,52
440,-2696.07,-2808.3,-7382.72,34
441,-2708.63,-2826.49,-7394.83,53
442,-2650.58,-2835.8,-7382.72,53
443,-2660.85,-2855.37,-7394.83,53
444,-2602.1,-2857.61,-7382.72,53
445,-2609.94,-2878.28,-7394.83,53
446,-2551.35,-2873.43,-7382.72,54
447,-2556.64,-2894.89,-7394.83,54
448,-2499.06,-2883.01,-7382.72,54
449,-2501.73,-2904.95,-7394.83,54
450,-2446.0,-2886.22,-7382.72,55
451,-2446.0,-2908.32,-7394.83,55
452,-2392.94,-2883.01,-7382.72,55
453,-2390.27,-2904.95,-7394.83,55
454,-2340.65,-2873.43,-7382.72,55
455,-2335.36,-2894.89,-7394.83,55
456,-2289.9,-2857.61,-7382.72,56
457,-2282.06,-2878.28,-7394.83,56
458,-2241.42,-2835.8,-7382.72,56
459,-2231.15,-2855.37,-7394.83,56
460,-2195.93,-2808.3,-7382.72,37
461,-2183.37,-2826.49,-7394.83,56
462,-2154.08,-2775.51,-7382.72,57
463,-2139.43,-2792.06,-7394.83,57
464,-2116.49,-2737.92,-7382.72,57
465,-2099.94,-2752.57,-7394.83,57
466,-2083.7,-2696.07,-7382.72,38
467,-2065.51,-2708.63,-7394.83,58
468,-2056.2,-2650.58,-7382.72,58
469,-2036.63,-2660.85,-7394.83,58
470,-2034.39,-2602.1,-7382.72,58
471,-2013.72,-2609.94,-7394.83,58
472,-2018.57,-2551.35,-7382.72,59
473,-1997.11,-2556.64,-7394.83,59
474,-2008.99,-2499.06,-7382.72,59
475,-1987.05,-2501.73,-7394.83,59
476,-1960.62,-2446.0,-7408.3,60
477,-1939.22,-2446.0,-7421.6,60
478,-1963.47,-2393.52,-7408.3,40
479,-1942.19,-2391.21,-7421.6,60
480,-1971.97,-2341.66,-7408.3,40
481,-1951.07,-2337.06,-7421.6,40
482,-1986.03,-2291.02,-7408.3,61
483,-1965.75,-2284.18,-7421.6,61
484,-2005.48,-2242.2,-7408.3,41
485,-1986.06,-2233.21,-7421.6,41
486,-2030.1,-2195.76,-7408.3,41
487,-2011.76,-2184.73,-7421.6,41
488,-2059.59,-2152.26,-7408.3,62
489,-2042.56,-2139.31,-7421.6,62
490,-2093.62,-2112.21,-7408.3,42
491,-2078.08,-2097.49,-7421.6,42
492,-2131.77,-2076.06,-7408.3,42
493,-2117.92,-2059.75,-7421.6,63
494,-2173.61,-2044.26,-7408.3,43
495,-2161.6,-2026.55,-7421.6,63
496,-2218.65,-2017.16,-7408.3,43
497,-2208.62,-1998.26,-7421.6,43
498,-2266.34,-1995.1,-7408.3,43
499,-2258.42,-1975.21,-7421.6,64
500,-2316.15,-1978.31,-7408.3,44
501,-2310.42,-1957.69,-7421.6,44
502,-2367.48,-1967.02,-7408.3,44
503,-2364.01,-1945.9,-7421.6,44
504,-2419.72,-1961.33,-7408.3,65
505,-2418.56,-1939.96,-7421.6,65
506,-2472.28,-1961.33,-7408.3,66
507,-2473.44,-1939.96,-7421.6,66
508,-2524.52,-1967.02,-7408.3,45
509,-2527.99,-1945.9,-7421.6,45
510,-2575.85,-1978.31,-7408.3,45
511,-2581.58,-1957.69,-7421.6,45
512,-2625.66,-1995.1,-7408.3,46
513,-2633.58,-1975.21,-7421.6,67
514,-2673.35,-2017.16,-7408.3,46
515,-2683.38,-1998.26,-7421.6,46
516,-2718.39,-2044.26,-7408.3,46
517,-2730.4,-2026.55,-7421.6,68
518,-2760.23,-2076.06,-7408.3,47
519,-2774.08,-2059.75,-7421.6,68
520,-2798.38,-2112.21,-7408.3,47
521,-2813.92,-2097.49,-7421.6,47
522,-2832.41,-2152.26,-7408.3,69
523,-2849.44,-2139.31,-7421.6,69
524,-2861.9,-2195.77,-7408.3,48
525,-2880.24,-2184.73,-7421.6,48
526,-2886.52,-2242.19,-7408.3,48
527,-2905.94,-2233.21,-7421.6,48
528,-2905.97,-2291.02,-7408.3,70
529,-2926.25,-2284.18,-7421.6,70
530,-2920.03,-2341.66,-7408.3,49
531,-2940.93,-2337.06,-7421.6,49
532,-2928.53,-2393.52,-7408.3,49
533,-2949.81,-2391.21,-7421.6,71
534,-2931.38,-2446.0,-7408.3,71
535,-2952.78,-2446.0,-7421.6,71
536,-2928.53,-2498.48,-7408.3,50
537,-2949.81,-2500.79,-7421.6,72
538,-2920.03,-2550.34,-7408.3,50
539,-2940.93,-2554.94,-7421.6,50
540,-2905.97,-2600.98,-7408.3,73
541,-2926.25,-2607.82,-7421.6,73
542,-2886.52,-2649.81,-7408.3,51
543,-2905.94,-2658.79,-7421.6,51
544,-2861.9,-2696.23,-7408.3,51
545,-2880.24,-2707.27,-7421.6,51
546,-2832.41,-2739.74,-7408.3,74
547,-2849.44,-2752.69,-7421.6,74
548,-2798.38,-2779.79,-7408.3,52
549,-2813.92,-2794.51,-7421.6,52
550,-2760.23,-2815.94,-7408.3,52
551,-2774.08,-2832.25,-7421.6,75
552,-2718.39,-2847.74,-7408.3,53
553,-2730.4,-2865.45,-7421.6,75
554,-2673.35,-2874.84,-7408.3,53
555,-2683.38,-2893.74,-7421.6,53
556,-2625.66,-2896.9,-7408.3,53
557,-2633.58,-2916.79,-7421.6,76
558,-2575.85,-2913.69,-7408.3,54
559,-2581.58,-2934.31,-7421.6,54
560,-2524.52,-2924.98,-7408.3,54
561,-2527.98,-2946.1,-7421.6,54
562,-2472.27,-2930.67,-7408.3,77
563,-2473.43,-2952.04,-7421.6,77
564,-2419.73,-2930.67,-7408.3,78
565,-2418.57,-2952.04,-7421.6,78
566,-2367.48,-2924.98,-7408.3,55
567,-2364.02,-2946.1,-7421.6,55
568,-2316.15,-2913.69,-7408.3,55
569,-2310.42,-2934.31,-7421.6,55
570,-2266.34,-2896.9,-7408.3,56
571,-2258.42,-2916.79,-7421.6,79
572,-2218.65,-2874.84,-7408.3,56
573,-2208.62,-2893.74,-7421.6,56
574,-2173.61,-2847.74,-7408.3,56
575,-2161.6,-2865.45,-7421.6,80
576,-2131.77,-2815.94,-7408.3,57
577,-2117.92,-2832.25,-7421.6,80
578,-2093.62,-2779.79,-7408.3,57
579,-2078.08,-2794.51,-7421.6,57
580,-2059.59,-2739.74,-7408.3,81
581,-2042.56,-2752.69,-7421.6,81
582,-2030.1,-2696.23,-7408.3,58
583,-2011.76,-2707.27,-7421.6,58
584,-2005.48,-2649.81,-7408.3,58
585,-1986.06,-2658.79,-7421.6,58
586,-1986.03,-2600.98,-7408.3,82
587,-1965.75,-2607.82,-7421.6,82
588,-1971.97,-2550.34,-7408.3,59
589,-1951.07,-2554.94,-7421.6,59
590,-1963.47,-2498.48,-7408.3,59
591,-1942.19,-2500.79,-7421.6,83
592,-1917.0,-2446.0,-7436.28,60
593,-1896.36,-2446.0,-7450.75,84
594,-1919.63,-2393.33,-7436.28,60
595,-1899.1,-2391.27,-7450.75,60
596,-1927.49,-2341.18,-7436.28,60
597,-1907.26,-2337.09,-7450.75,60
598,-1940.5,-2290.07,-7436.28,61
599,-1920.78,-2283.99,-7450.75,61
600,-1958.54,-2240.52,-7436.28,61
601,-1939.52,-2232.5,-7450.75,61
602,-1981.42,-2193.0,-7436.28,41
603,-1963.3,-2183.13,-7450.75,61
604,-2008.92,-2148.0,-7436.28,62
605,-1991.87,-2136.38,-7450.75,62
606,-2040.76,-2105.96,-7436.28,62
607,-2024.95,-2092.7,-7450.75,62
608,-2076.63,-2067.31,-7436.28,42
609,-2062.22,-2052.53,-7450.75,63
610,-2116.17,-2032.41,-7436.28,63
611,-2103.31,-2016.28,-7450.75,63
612,-2158.99,-2001.63,-7436.28,63
613,-2147.8,-1984.29,-7450.75,63
614,-2204.66,-1975.26,-7436.28,64
615,-2195.25,-1956.9,-7450.75,64
616,-2252.73,-1953.57,-7436.28,64
617,-2245.2,-1934.36,-7450.75,64
618,-2302.72,-1936.77,-7436.28,64
619,-2297.14,-1916.91,-7450.75,64
620,-2354.14,-1925.04,-7436.28,65
621,-2350.56,-1904.71,-7450.75,65
622,-2406.47,-1918.48,-7436.28,65
623,-2404.93,-1897.9,-7450.75,65
624,-2459.19,-1917.16,-7436.28,66
625,-2459.7,-1896.54,-7450.75,66
626,-2511.78,-1921.1,-7436.28,66
627,-2514.34,-1900.63,-7450.75,66
628,-2563.71,-1930.26,-7436.28,45
629,-2568.3,-1910.14,-7450.75,66
630,-2614.48,-1944.54,-7436.28,67
631,-2621.05,-1924.98,-7450.75,67
632,-2663.57,-1963.81,-7436.28,67
633,-2672.06,-1945.01,-7450.75,67
634,-2710.5,-1987.87,-7436.28,46
