channelID,x,y,z,label
0,-2302.8,-2446.0,-7284.19,12
1,-2277.95,-2446.0,-7288.37,24
2,-2313.7,-2391.2,-7284.19,12
3,-2290.74,-2381.69,-7288.37,12
4,-2344.74,-2344.74,-7284.19,13
5,-2327.17,-2327.17,-7288.37,13
6,-2391.2,-2313.7,-7284.19,14
7,-2381.69,-2290.74,-7288.37,14
8,-2446.0,-2302.8,-7284.19,15
9,-2446.0,-2277.95,-7288.37,28
10,-2500.8,-2313.7,-7284.19,15
11,-2510.31,-2290.74,-7288.37,15
12,-2547.26,-2344.74,-7284.19,16
13,-2564.83,-2327.17,-7288.37,16
14,-2578.3,-2391.2,-7284.19,17
15,-2601.26,-2381.69,-7288.37,17
16,-2589.2,-2446.0,-7284.19,17
17,-2614.05,-2446.0,-7288.37,31
18,-2578.3,-2500.8,-7284.19,18
19,-2601.26,-2510.31,-7288.37,18
20,-2547.26,-2547.26,-7284.19,19
21,-2564.83,-2564.83,-7288.37,19
22,-2500.8,-2578.3,-7284.19,20
23,-2510.31,-2601.26,-7288.37,20
24,-2446.0,-2589.2,-7284.19,21
25,-2446.0,-2614.05,-7288.37,36
26,-2391.2,-2578.3,-7284.19,21
27,-2381.69,-2601.26,-7288.37,21
28,-2344.74,-2547.26,-7284.19,22
29,-2327.17,-2564.83,-7288.37,22
30,-2313.7,-2500.8,-7284.19,23
31,-2290.74,-2510.31,-7288.37,23
32,-2250.61,-2446.0,-7293.76,40
33,-2226.03,-2446.0,-7299.33,40
34,-2258.52,-2390.95,-7293.76,24
35,-2234.94,-2384.03,-7299.33,24
36,-2281.63,-2340.36,-7293.76,25
37,-2260.95,-2327.08,-7299.33,25
38,-2318.04,-2298.33,-7293.76,26
39,-2301.95,-2279.76,-7299.33,42
40,-2364.83,-2268.26,-7293.76,26
41,-2354.62,-2245.91,-7299.33,43
42,-2418.19,-2252.6,-7293.76,27
43,-2414.7,-2228.27,-7299.33,44
44,-2473.81,-2252.6,-7293.76,28
45,-2477.3,-2228.27,-7299.33,45
46,-2527.17,-2268.26,-7293.76,29
47,-2537.38,-2245.91,-7299.33,46
48,-2573.95,-2298.33,-7293.76,29
49,-2590.05,-2279.76,-7299.33,47
50,-2610.38,-2340.36,-7293.76,30
51,-2631.05,-2327.08,-7299.33,30
52,-2633.48,-2390.95,-7293.76,31
53,-2657.06,-2384.03,-7299.33,31
54,-2641.39,-2446.0,-7293.76,49
55,-2665.97,-2446.0,-7299.33,49
56,-2633.48,-2501.05,-7293.76,32
57,-2657.06,-2507.97,-7299.33,32
58,-2610.38,-2551.64,-7293.76,33
59,-2631.05,-2564.92,-7299.33,33
60,-2573.95,-2593.67,-7293.76,34
61,-2590.05,-2612.24,-7299.33,52
62,-2527.17,-2623.74,-7293.76,34
63,-2537.38,-2646.09,-7299.33,53
64,-2473.81,-2639.4,-7293.76,35
65,-2477.31,-2663.73,-7299.33,54
66,-2418.19,-2639.4,-7293.76,36
67,-2414.69,-2663.73,-7299.33,55
68,-2364.83,-2623.74,-7293.76,37
69,-2354.62,-2646.09,-7299.33,56
70,-2318.05,-2593.67,-7293.76,37
71,-2301.95,-2612.24,-7299.33,57
72,-2281.62,-2551.64,-7293.76,38
73,-2260.95,-2564.92,-7299.33,38
74,-2258.52,-2501.05,-7293.76,39
75,-2234.94,-2507.97,-7299.33,39
76,-2199.44,-2446.0,-7306.14,60
77,-2175.21,-2446.0,-7313.08,60
78,-2205.62,-2391.13,-7306.14,40
79,-2182.0,-2385.74,-7313.08,40
80,-2223.85,-2339.02,-7306.14,41
81,-2202.03,-2328.51,-7313.08,61
82,-2253.23,-2292.27,-7306.14,42
83,-2234.29,-2277.16,-7313.08,62
84,-2292.27,-2253.23,-7306.14,42
85,-2277.16,-2234.29,-7313.08,63
86,-2339.02,-2223.85,-7306.14,43
87,-2328.51,-2202.03,-7313.08,64
88,-2391.13,-2205.62,-7306.14,44
89,-2385.74,-2182.0,-7313.08,44
90,-2446.0,-2199.44,-7306.14,66
91,-2446.0,-2175.21,-7313.08,66
92,-2500.87,-2205.62,-7306.14,45
93,-2506.26,-2182.0,-7313.08,45
94,-2552.98,-2223.85,-7306.14,46
95,-2563.49,-2202.03,-7313.08,67
96,-2599.73,-2253.23,-7306.14,47
97,-2614.83,-2234.29,-7313.08,68
98,-2638.77,-2292.27,-7306.14,47
99,-2657.71,-2277.17,-7313.08,69
100,-2668.15,-2339.02,-7306.14,48
101,-2689.97,-2328.51,-7313.08,70
102,-2686.38,-2391.13,-7306.14,49
103,-2710.0,-2385.74,-7313.08,49
104,-2692.56,-2446.0,-7306.14,71
105,-2716.79,-2446.0,-7313.08,71
106,-2686.38,-2500.87,-7306.14,50
107,-2710.0,-2506.26,-7313.08,50
108,-2668.15,-2552.98,-7306.14,51
109,-2689.97,-2563.49,-7313.08,73
110,-2638.77,-2599.73,-7306.14,52
111,-2657.71,-2614.83,-7313.08,74
112,-2599.73,-2638.77,-7306.14,52
113,-2614.83,-2657.71,-7313.08,75
114,-2552.98,-2668.15,-7306.14,53
115,-2563.49,-2689.97,-7313.08,76
116,-2500.87,-2686.38,-7306.14,54
117,-2506.26,-2710.0,-7313.08,54
118,-2446.0,-2692.56,-7306.14,78
119,-2446.0,-2716.79,-7313.08,78
120,-2391.13,-2686.38,-7306.14,55
121,-2385.74,-2710.0,-7313.08,55
122,-2339.02,-2668.15,-7306.14,56
123,-2328.51,-2689.97,-7313.08,79
124,-2292.27,-2638.77,-7306.14,57
125,-2277.17,-2657.71,-7313.08,80
126,-2253.23,-2599.73,-7306.14,57
127,-2234.29,-2614.83,-7313.08,81
128,-2223.85,-2552.98,-7306.14,58
129,-2202.03,-2563.49,-7313.08,82
130,-2205.62,-2500.87,-7306.14,59
131,-2182.0,-2506.26,-7313.08,59
132,-2149.29,-2446.0,-7321.3,84
133,-2125.49,-2446.0,-7329.57,84
134,-2154.34,-2391.48,-7321.3,60
135,-2130.94,-2387.11,-7329.57,60
136,-2169.32,-2338.81,-7321.3,61
137,-2147.13,-2330.22,-7329.57,85
138,-2193.73,-2289.8,-7321.3,86
139,-2173.49,-2277.27,-7329.57,86
140,-2226.73,-2246.11,-7321.3,62
141,-2209.14,-2230.07,-7329.57,87
142,-2267.19,-2209.22,-7321.3,63
143,-2252.85,-2190.22,-7329.57,63
144,-2313.74,-2180.39,-7321.3,64
145,-2303.13,-2159.09,-7329.57,64
146,-2364.8,-2160.61,-7321.3,89
147,-2358.29,-2137.72,-7329.57,89
148,-2418.62,-2150.55,-7321.3,65
149,-2416.43,-2126.85,-7329.57,90
150,-2473.38,-2150.55,-7321.3,66
151,-2475.57,-2126.85,-7329.57,91
152,-2527.2,-2160.61,-7321.3,92
153,-2533.71,-2137.72,-7329.57,92
154,-2578.26,-2180.39,-7321.3,67
155,-2588.87,-2159.09,-7329.57,67
156,-2624.81,-2209.22,-7321.3,68
157,-2639.15,-2190.22,-7329.57,68
158,-2665.27,-2246.11,-7321.3,69
159,-2682.86,-2230.07,-7329.57,94
160,-2698.27,-2289.8,-7321.3,95
161,-2718.51,-2277.27,-7329.57,95
162,-2722.68,-2338.82,-7321.3,70
163,-2744.87,-2330.22,-7329.57,96
164,-2737.66,-2391.48,-7321.3,71
165,-2761.06,-2387.11,-7329.57,71
166,-2742.71,-2446.0,-7321.3,97
167,-2766.51,-2446.0,-7329.57,97
168,-2737.66,-2500.52,-7321.3,72
169,-2761.06,-2504.89,-7329.57,72
170,-2722.68,-2553.18,-7321.3,73
171,-2744.87,-2561.78,-7329.57,99
172,-2698.27,-2602.2,-7321.3,100
173,-2718.51,-2614.73,-7329.57,100
174,-2665.27,-2645.89,-7321.3,74
175,-2682.86,-2661.93,-7329.57,101
176,-2624.81,-2682.78,-7321.3,75
177,-2639.15,-2701.78,-7329.57,75
178,-2578.26,-2711.61,-7321.3,76
179,-2588.87,-2732.91,-7329.57,76
180,-2527.2,-2731.39,-7321.3,103
181,-2533.71,-2754.28,-7329.57,103
182,-2473.38,-2741.45,-7321.3,77
183,-2475.57,-2765.15,-7329.57,104
184,-2418.62,-2741.45,-7321.3,78
185,-2416.43,-2765.15,-7329.57,105
186,-2364.8,-2731.39,-7321.3,106
187,-2358.29,-2754.28,-7329.57,106
188,-2313.74,-2711.61,-7321.3,79
189,-2303.13,-2732.91,-7329.57,79
190,-2267.19,-2682.78,-7321.3,80
191,-2252.85,-2701.78,-7329.57,80
192,-2226.73,-2645.89,-7321.3,81
193,-2209.14,-2661.93,-7329.57,108
194,-2193.73,-2602.2,-7321.3,109
195,-2173.49,-2614.73,-7329.57,109
196,-2169.32,-2553.18,-7321.3,82
197,-2147.13,-2561.78,-7329.57,110
198,-2154.34,-2500.52,-7321.3,83
199,-2130.94,-2504.89,-7329.57,83
200,-2100.23,-2446.0,-7339.15,112
201,-2076.92,-2446.0,-7348.74,112
202,-2104.49,-2391.91,-7339.15,84
203,-2081.47,-2388.26,-7348.74,112
204,-2117.15,-2339.15,-7339.15,85
205,-2094.99,-2331.95,-7348.74,113
206,-2137.92,-2289.02,-7339.15,114
207,-2117.15,-2278.44,-7348.74,114
208,-2166.26,-2242.76,-7339.15,86
209,-2147.41,-2229.06,-7348.74,115
210,-2201.5,-2201.5,-7339.15,87
211,-2185.02,-2185.02,-7348.74,87
212,-2242.76,-2166.26,-7339.15,88
213,-2229.06,-2147.41,-7348.74,116
214,-2289.02,-2137.92,-7339.15,117
215,-2278.44,-2117.15,-7348.74,117
216,-2339.15,-2117.15,-7339.15,89
217,-2331.95,-2094.99,-7348.74,118
218,-2391.91,-2104.49,-7339.15,90
219,-2388.26,-2081.47,-7348.74,119
220,-2446.0,-2100.23,-7339.15,120
221,-2446.0,-2076.92,-7348.74,120
222,-2500.09,-2104.49,-7339.15,91
223,-2503.74,-2081.47,-7348.74,120
224,-2552.85,-2117.15,-7339.15,92
225,-2560.05,-2094.99,-7348.74,121
226,-2602.98,-2137.92,-7339.15,122
227,-2613.56,-2117.15,-7348.74,122
228,-2649.24,-2166.26,-7339.15,93
229,-2662.94,-2147.41,-7348.74,123
230,-2690.5,-2201.5,-7339.15,94
231,-2706.98,-2185.02,-7348.74,94
232,-2725.74,-2242.76,-7339.15,95
233,-2744.59,-2229.06,-7348.74,124
234,-2754.08,-2289.02,-7339.15,125
235,-2774.85,-2278.44,-7348.74,125
236,-2774.85,-2339.15,-7339.15,96
237,-2797.01,-2331.95,-7348.74,126
238,-2787.51,-2391.91,-7339.15,97
239,-2810.53,-2388.26,-7348.74,127
240,-2791.77,-2446.0,-7339.15,127
241,-2815.08,-2446.0,-7348.74,127
242,-2787.51,-2500.09,-7339.15,98
243,-2810.53,-2503.74,-7348.74,128
244,-2774.85,-2552.85,-7339.15,99
245,-2797.01,-2560.05,-7348.74,129
246,-2754.08,-2602.98,-7339.15,130
247,-2774.85,-2613.56,-7348.74,130
248,-2725.74,-2649.24,-7339.15,100
249,-2744.59,-2662.94,-7348.74,131
250,-2690.5,-2690.5,-7339.15,101
251,-2706.98,-2706.98,-7348.74,101
252,-2649.24,-2725.74,-7339.15,102
253,-2662.94,-2744.59,-7348.74,132
254,-2602.98,-2754.08,-7339.15,133
255,-2613.56,-2774.85,-7348.74,133
256,-2552.85,-2774.85,-7339.15,103
257,-2560.05,-2797.01,-7348.74,134
258,-2500.09,-2787.51,-7339.15,104
259,-2503.74,-2810.53,-7348.74,135
260,-2446.0,-2791.77,-7339.15,136
261,-2446.0,-2815.08,-7348.74,136
262,-2391.91,-2787.51,-7339.15,105
263,-2388.26,-2810.53,-7348.74,136
264,-2339.15,-2774.85,-7339.15,106
265,-2331.95,-2797.01,-7348.74,137
266,-2289.02,-2754.08,-7339.15,138
267,-2278.44,-2774.85,-7348.74,138
268,-2242.76,-2725.74,-7339.15,107
269,-2229.06,-2744.59,-7348.74,139
270,-2201.5,-2690.5,-7339.15,108
271,-2185.02,-2706.98,-7348.74,108
272,-2166.26,-2649.24,-7339.15,109
273,-2147.41,-2662.94,-7348.74,140
274,-2137.92,-2602.98,-7339.15,141
275,-2117.15,-2613.56,-7348.74,141
276,-2117.15,-2552.85,-7339.15,110
277,-2094.99,-2560.05,-7348.74,142
278,-2104.49,-2500.09,-7339.15,111
279,-2081.47,-2503.74,-7348.74,143
280,-2052.36,-2446.0,-7359.65,144
281,-2029.62,-2446.0,-7370.51,144
282,-2056.02,-2392.4,-7359.65,112
283,-2033.5,-2389.3,-7370.51,144
284,-2066.95,-2339.8,-7359.65,113
285,-2045.06,-2333.66,-7370.51,145
286,-2084.95,-2289.17,-7359.65,146
287,-2064.09,-2280.11,-7370.51,146
