X Y Interpolated_Values
1.600000000000000000e+02 2.400000000000000000e+01 9.990860351318402444e-01
1.800000000000000000e+02 2.400000000000000000e+01 9.982081390883235095e-01
2.000000000000000000e+02 2.400000000000000000e+01 9.969734718136350482e-01
2.200000000000000000e+02 2.400000000000000000e+01 9.959902481661856433e-01
2.400000000000000000e+02 2.400000000000000000e+01 9.950688868757787686e-01
2.600000000000000000e+02 2.400000000000000000e+01 9.938513996270508244e-01
2.800000000000000000e+02 2.400000000000000000e+01 9.928256120568081933e-01
3.000000000000000000e+02 2.400000000000000000e+01 9.919547843294792555e-01
3.200000000000000000e+02 2.400000000000000000e+01 9.906991475504518530e-01
3.400000000000000000e+02 2.400000000000000000e+01 9.892607731970272100e-01
3.600000000000000000e+02 2.400000000000000000e+01 9.877418447215317032e-01
3.800000000000000000e+02 2.400000000000000000e+01 9.862677011341914879e-01
4.000000000000000000e+02 2.400000000000000000e+01 9.849162846981408537e-01
4.200000000000000000e+02 2.400000000000000000e+01 9.839027010533405448e-01
4.400000000000000000e+02 2.400000000000000000e+01 9.829166977716300435e-01
4.600000000000000000e+02 2.400000000000000000e+01 9.812471681824445069e-01
4.800000000000000000e+02 2.400000000000000000e+01 9.807923257162578512e-01
5.000000000000000000e+02 2.400000000000000000e+01 9.808256769122418728e-01
5.200000000000000000e+02 2.400000000000000000e+01 9.808376008040360361e-01
5.400000000000000000e+02 2.400000000000000000e+01 9.842546205475048993e-01
5.600000000000000000e+02 2.400000000000000000e+01 9.841972464812421828e-01
5.800000000000000000e+02 2.400000000000000000e+01 9.849267522250797491e-01
6.000000000000000000e+02 2.400000000000000000e+01 9.856611482330368545e-01
6.200000000000000000e+02 2.400000000000000000e+01 9.847549918547735537e-01
6.400000000000000000e+02 2.400000000000000000e+01 9.854230113828601478e-01
6.600000000000000000e+02 2.400000000000000000e+01 9.852206825897523723e-01
6.800000000000000000e+02 2.400000000000000000e+01 9.850527450544777075e-01
7.000000000000000000e+02 2.400000000000000000e+01 9.893356640542048108e-01
7.200000000000000000e+02 2.400000000000000000e+01 9.920101391070933472e-01
7.400000000000000000e+02 2.400000000000000000e+01 9.824848227294080694e-01
7.600000000000000000e+02 2.400000000000000000e+01 9.801650414128623146e-01
7.800000000000000000e+02 2.400000000000000000e+01 9.791854335380302254e-01
8.000000000000000000e+02 2.400000000000000000e+01 9.438970997952792485e-01
2.000000000000000000e+01 3.000000000000000000e+01 9.998426044391914846e-01
4.000000000000000000e+01 3.000000000000000000e+01 9.996865028616598314e-01
6.000000000000000000e+01 3.000000000000000000e+01 9.996312945397098915e-01
8.000000000000000000e+01 3.000000000000000000e+01 9.996119717655551629e-01
1.000000000000000000e+02 3.000000000000000000e+01 9.995854017175563877e-01
1.200000000000000000e+02 3.000000000000000000e+01 9.994489854303878484e-01
1.400000000000000000e+02 3.000000000000000000e+01 9.994273972322891275e-01
1.600000000000000000e+02 3.000000000000000000e+01 9.992364538662414919e-01
1.800000000000000000e+02 3.000000000000000000e+01 9.984640669638097377e-01
2.000000000000000000e+02 3.000000000000000000e+01 9.972902238836459654e-01
2.200000000000000000e+02 3.000000000000000000e+01 9.963173213472031886e-01
2.400000000000000000e+02 3.000000000000000000e+01 9.953468997183738676e-01
2.600000000000000000e+02 3.000000000000000000e+01 9.941286801861847211e-01
2.800000000000000000e+02 3.000000000000000000e+01 9.932379030395284136e-01
3.000000000000000000e+02 3.000000000000000000e+01 9.926139561502443920e-01
3.200000000000000000e+02 3.000000000000000000e+01 9.915066244075649848e-01
3.400000000000000000e+02 3.000000000000000000e+01 9.901167109959766455e-01
3.600000000000000000e+02 3.000000000000000000e+01 9.886787026863121941e-01
3.800000000000000000e+02 3.000000000000000000e+01 9.873444174212478996e-01
4.000000000000000000e+02 3.000000000000000000e+01 9.861089967868175155e-01
4.200000000000000000e+02 3.000000000000000000e+01 9.854376285454256035e-01
4.400000000000000000e+02 3.000000000000000000e+01 9.846117843998326569e-01
4.600000000000000000e+02 3.000000000000000000e+01 9.827657653421340012e-01
4.800000000000000000e+02 3.000000000000000000e+01 9.830644971040807256e-01
5.000000000000000000e+02 3.000000000000000000e+01 9.838059511191579176e-01
5.200000000000000000e+02 3.000000000000000000e+01 9.840446685342565392e-01
5.400000000000000000e+02 3.000000000000000000e+01 9.883660736376597145e-01
5.600000000000000000e+02 3.000000000000000000e+01 9.903806744198322409e-01
5.800000000000000000e+02 3.000000000000000000e+01 9.909478843327153008e-01
6.000000000000000000e+02 3.000000000000000000e+01 9.914624115336299059e-01
6.200000000000000000e+02 3.000000000000000000e+01 9.914618402514530082e-01
6.400000000000000000e+02 3.000000000000000000e+01 9.921947854930739386e-01
6.600000000000000000e+02 3.000000000000000000e+01 9.926092640968864345e-01
6.800000000000000000e+02 3.000000000000000000e+01 9.932598024374673651e-01
7.000000000000000000e+02 3.000000000000000000e+01 9.972833821450397540e-01
7.200000000000000000e+02 3.000000000000000000e+01 1.000535485484697285e+00
7.400000000000000000e+02 3.000000000000000000e+01 9.911621077802004187e-01
7.600000000000000000e+02 3.000000000000000000e+01 9.891174744505647487e-01
7.800000000000000000e+02 3.000000000000000000e+01 9.851662778770435835e-01
8.000000000000000000e+02 3.000000000000000000e+01 9.440567533602977068e-01
2.000000000000000000e+01 3.600000000000000000e+01 9.998648344421985357e-01
4.000000000000000000e+01 3.600000000000000000e+01 9.997200955828682289e-01
6.000000000000000000e+01 3.600000000000000000e+01 9.996687218102555672e-01
8.000000000000000000e+01 3.600000000000000000e+01 9.996564255923990894e-01
1.000000000000000000e+02 3.600000000000000000e+01 9.996614727213082308e-01
1.200000000000000000e+02 3.600000000000000000e+01 9.995214095284543632e-01
